Region,SiteCode,SiteName,SiteLat,SiteLong,maxDHW,maxSSTA,Mean_SST_cl,SD_SST_cl,Jan_SST_cl,Feb_SST_cl,Mar_SST_cl,Apr_SST_cl,May_SST_cl,Jun_SST_cl,Jul_SST_cl,Aug_SST_cl,Sep_SST_cl,Oct_SST_cl,Nov_SST_cl,Dec_SST_cl
GBR,CS36,Porpoise North,-22.1854,155.36165,0.159999996,2.199999951,24.92428811,1.591256706,26.9158783,26.98642731,26.47520256,25.9585762,24.85681534,23.84310341,22.96786118,22.7396946,22.97159386,24.04607201,25.07197189,26.25826073
GBR,CS38,Porpoise Anchorage,-22.18586,155.35576,0.159999996,2.199999951,24.92428811,1.591256706,26.9158783,26.98642731,26.47520256,25.9585762,24.85681534,23.84310341,22.96786118,22.7396946,22.97159386,24.04607201,25.07197189,26.25826073
GBR,CS39,Porpoise Lagoon,-22.18985,155.35547,0.159999996,2.199999951,24.92428811,1.591256706,26.9158783,26.98642731,26.47520256,25.9585762,24.85681534,23.84310341,22.96786118,22.7396946,22.97159386,24.04607201,25.07197189,26.25826073
GBR,CS4,Paget Cay Bommie,-19.23026,152.32594,3.379999924,1.859999958,25.77003495,1.532849689,27.56447792,27.81147766,27.33115768,26.64099693,25.76507759,24.6437149,23.89092636,23.533144,23.94841003,25.0316124,26.0864048,26.9930191
GBR,CS41,Wreck North,-22.1977,155.29443,0.149999997,2.129999952,24.95041847,1.590674542,26.94441223,27.02098274,26.49308777,25.98088646,24.86493874,23.87326431,22.98504448,22.76379013,23.00538445,24.08981133,25.10292816,26.28049088
GBR,CS42,Hilton Pool,-22.18602,155.17601,0.149999997,2.119999953,24.98541991,1.594147576,26.98538399,27.08129311,26.52712059,26.00794983,24.86938858,23.89882851,23.00549126,22.79691696,23.05090141,24.13896179,25.15530014,26.30750275
GBR,CS44,NW Wreck Reef,-22.17629,155.16463,0.149999997,2.119999953,24.98541991,1.594147576,26.98538399,27.08129311,26.52712059,26.00794983,24.86938858,23.89882851,23.00549126,22.79691696,23.05090141,24.13896179,25.15530014,26.30750275
GBR,CS45,North Wreck Reef,-22.17583,155.17796,0.149999997,2.119999953,24.98541991,1.594147576,26.98538399,27.08129311,26.52712059,26.00794983,24.86938858,23.89882851,23.00549126,22.79691696,23.05090141,24.13896179,25.15530014,26.30750275
GBR,CS47,Saumarez egg seasnake,-21.89659,153.5935,0.479999989,1.909999957,25.49456914,1.617016724,27.5569191,27.64107513,27.01369858,26.30916786,25.36839485,24.26839828,23.45959663,23.23422623,23.63995743,24.70128441,25.84424782,26.89786339
GBR,CS48,Saumarez SW reef cay,-21.89729,153.53757,0.339999992,1.899999958,25.52852774,1.625742406,27.59935379,27.68829918,27.04943466,26.34583473,25.40069962,24.28636551,23.47998238,23.25629807,23.66751671,24.73863602,25.8850193,26.94489288
GBR,CS5,Paget Cay South East,-19.25323,152.3482,3.319999926,1.869999958,25.76926502,1.536686461,27.57390976,27.80845642,27.33064461,26.64018631,25.76353073,24.64631271,23.88602829,23.52777672,23.93779564,25.02197456,26.09520149,26.99936295
GBR,CS50,Saumarez SW,-21.91736,153.57968,0.189999996,1.919999957,25.48824565,1.621326193,27.54903984,27.64962959,27.01177406,26.30513382,25.35642433,24.2508049,23.45078468,23.21980286,23.63529778,24.69451332,25.84243774,26.89330482
GBR,CS51,Saumarez stripe seasnake,-21.91631,153.58669,0.189999996,1.919999957,25.48824565,1.621326193,27.54903984,27.64962959,27.01177406,26.30513382,25.35642433,24.2508049,23.45078468,23.21980286,23.63529778,24.69451332,25.84243774,26.89330482
GBR,CS52,Kenn Reef anchorage bommie,-21.25707,155.7542,1.579999965,2.109999953,25.03076506,1.582243496,26.96121216,27.15368271,26.59222603,26.04673958,25.03894043,23.97299957,23.11106682,22.88894653,23.03068733,24.07703781,25.24539566,26.25024605
GBR,CS54,Kenn Reef bommie,-21.25459,155.75466,1.579999965,2.109999953,25.03076506,1.582243496,26.96121216,27.15368271,26.59222603,26.04673958,25.03894043,23.97299957,23.11106682,22.88894653,23.03068733,24.07703781,25.24539566,26.25024605
GBR,CS55,Kenn Labyrinth,-21.2535,155.76086,1.579999965,2.109999953,25.03076506,1.582243496,26.96121216,27.15368271,26.59222603,26.04673958,25.03894043,23.97299957,23.11106682,22.88894653,23.03068733,24.07703781,25.24539566,26.25024605
GBR,CS56,Kenn Reef rubble,-21.248,155.76361,1.76999996,2.019999955,25.03943125,1.581462563,26.96956444,27.15874863,26.61042976,26.05952454,25.06045151,23.99030495,23.12800217,22.90122223,23.02938843,24.07888031,25.24071884,26.24593925
GBR,CS57,Kenn Cave,-21.24541,155.76497,1.76999996,2.019999955,25.03943125,1.581462563,26.96956444,27.15874863,26.61042976,26.05952454,25.06045151,23.99030495,23.12800217,22.90122223,23.02938843,24.07888031,25.24071884,26.24593925
GBR,CS58,Kenn Reef North Cay bommie,-21.19993,155.76575,2.139999952,1.949999956,25.05050675,1.580581868,26.97984886,27.16570854,26.63414955,26.0685997,25.0823307,24.00888252,23.14559746,22.91760254,23.03151512,24.08426666,25.24151039,26.24606895
GBR,CS6,Paget Cay South,-19.25796,152.34184,3.319999926,1.869999958,25.76926502,1.536686461,27.57390976,27.80845642,27.33064461,26.64018631,25.76353073,24.64631271,23.88602829,23.52777672,23.93779564,25.02197456,26.09520149,26.99936295
GBR,CS60,Kenn Reef North Cay,-21.20282,155.77281,1.76999996,2.019999955,25.03943125,1.581462563,26.96956444,27.15874863,26.61042976,26.05952454,25.06045151,23.99030495,23.12800217,22.90122223,23.02938843,24.07888031,25.24071884,26.24593925
GBR,CS61,Kenn Reef Pipeline,-21.20865,155.76982,1.76999996,2.019999955,25.03943125,1.581462563,26.96956444,27.15874863,26.61042976,26.05952454,25.06045151,23.99030495,23.12800217,22.90122223,23.02938843,24.07888031,25.24071884,26.24593925
GBR,CS63,Frederick Passage,-21.0003,154.3944,3.999999911,2.089999953,25.36478917,1.546801539,27.25406075,27.45256805,26.97151375,26.24101257,25.37488747,24.34996796,23.5200634,23.2131176,23.41273689,24.48664474,25.57270622,26.52819061
GBR,CS64,Fredrick Central Bommie,-20.99787,154.39374,3.639999919,2.059999954,25.36887153,1.545633988,27.25363541,27.46206856,26.97822762,26.25202942,25.38204575,24.36100578,23.52787781,23.22117043,23.4156189,24.48533821,25.56910896,26.51833153
GBR,CS65,Fredrick central reef,-21.0065,154.39197,3.999999911,2.089999953,25.36478917,1.546801539,27.25406075,27.45256805,26.97151375,26.24101257,25.37488747,24.34996796,23.5200634,23.2131176,23.41273689,24.48664474,25.57270622,26.52819061
GBR,CS7,Weather Station Inner Reef,-19.1254,152.38809,4.189999906,1.939999957,25.78950675,1.523375113,27.56491661,27.83438492,27.36501122,26.65364456,25.7841568,24.66614723,23.92144966,23.57591057,23.98449898,25.06129074,26.07076263,26.99190712
GBR,CS71,Quay West Bommie,-21.020283,154.3699,3.999999911,2.089999953,25.36478917,1.546801539,27.25406075,27.45256805,26.97151375,26.24101257,25.37488747,24.34996796,23.5200634,23.2131176,23.41273689,24.48664474,25.57270622,26.52819061
GBR,CS72,Fredrick Observatory Cay,-21.02036,154.37269,3.999999911,2.089999953,25.36478917,1.546801539,27.25406075,27.45256805,26.97151375,26.24101257,25.37488747,24.34996796,23.5200634,23.2131176,23.41273689,24.48664474,25.57270622,26.52819061
GBR,CS73,North Fredrick Bommie,-20.93697,154.39572,3.57999992,2.029999955,25.37470881,1.544985853,27.25667381,27.47108841,26.98718262,26.26585388,25.38848877,24.3708725,23.53675652,23.23129272,23.41873741,24.48814392,25.56801605,26.51339912
GBR,CS74,Frederick Lighthouse,-20.93624,154.39723,3.57999992,2.029999955,25.37470881,1.544985853,27.25667381,27.47108841,26.98718262,26.26585388,25.38848877,24.3708725,23.53675652,23.23129272,23.41873741,24.48814392,25.56801605,26.51339912
GBR,CS8,Carola Cay,-19.09532,152.38714,4.569999898,1.969999956,25.80238469,1.517524818,27.56686783,27.84456444,27.38397026,26.66428757,25.7915802,24.68253899,23.93895721,23.59934235,24.00798035,25.08392143,26.0729866,26.99161911
GBR,CS9,NE Herald Cay NE,-16.921938,149.200022,8.9399998,2.069999954,26.42659076,1.459770663,28.21845055,28.3393116,27.88589096,27.12786674,26.33023643,25.28502464,24.58032799,24.40891457,24.71573448,25.73542213,26.79318047,27.69872856
GBR,GBR16,Tryon Island south,-23.24659,151.77309,0,1.679999962,24.13349517,2.238593271,26.88356209,27.21570778,26.47575951,25.40156555,24.06394196,22.58464622,21.43727303,21.02615547,21.5190773,22.79676819,24.33952522,25.85795975
GBR,GBR17,Tryon Island south west,-23.24371,151.77568,0,1.679999962,24.13349517,2.238593271,26.88356209,27.21570778,26.47575951,25.40156555,24.06394196,22.58464622,21.43727303,21.02615547,21.5190773,22.79676819,24.33952522,25.85795975
GBR,GBR2,Lady Musgrave Lagoon N,-23.89878,152.41618,0.759999983,1.729999961,24.22214492,2.086426047,26.74598503,27.11719322,26.43082809,25.53039932,24.32459259,22.891922,21.6800518,21.35692215,21.72749519,22.88542747,24.31263161,25.66229057
GBR,GBR24,Hook Reef Passage,-19.81261,149.13292,2.609999942,2.169999951,25.44409704,2.163958175,27.95905113,28.15760612,27.56895065,26.58052444,25.23487663,23.49841118,22.39482117,22.32033539,23.27731323,24.79184341,26.28333282,27.26209831
GBR,GBR25,Hook Reef1,-19.81349,149.13617,2.609999942,2.169999951,25.44409704,2.163958175,27.95905113,28.15760612,27.56895065,26.58052444,25.23487663,23.49841118,22.39482117,22.32033539,23.27731323,24.79184341,26.28333282,27.26209831
GBR,GBR3,Lady Musgrave West central,-23.89929,152.39361,0.599999987,1.699999962,24.16806157,2.117604359,26.73000145,27.09435844,26.41162872,25.48651314,24.26955032,22.81002235,21.57128143,21.25115204,21.64270592,22.8365345,24.27523422,25.63775635
GBR,GBR39,Cod Hole,-14.66452,145.6632,11.48999974,2.519999944,26.42423932,1.646465214,28.40141678,28.55389786,28.12742615,27.19143486,26.11449051,25.00069427,24.34497833,24.11315346,24.67476082,25.68671036,26.97927094,27.90263748
GBR,GBR41,Tydeman Cay anchorage,-13.97733,144.50067,7.759999827,2.379999947,26.38615449,1.73413239,28.49599648,28.55250359,28.06734848,27.22332382,26.00112343,24.72652054,24.12792969,23.99168205,24.63092804,25.72791672,27.05683136,28.03174973
GBR,GBR42,Tydeman Rf W,-13.98066,144.50024,7.759999827,2.379999947,26.38615449,1.73413239,28.49599648,28.55250359,28.06734848,27.22332382,26.00112343,24.72652054,24.12792969,23.99168205,24.63092804,25.72791672,27.05683136,28.03174973
GBR,GBR45,Forbes Island west boulders,-12.28595,143.40371,9.349999791,2.409999946,26.68538857,1.781573286,28.87915802,28.6463356,28.33586884,27.51861382,26.30788422,25.14633179,24.29670525,24.08947945,24.86734962,26.06863785,27.50592804,28.5623703
GBR,GBR46,Forbes Island NE,-12.28241,143.41092,9.349999791,2.409999946,26.68538857,1.781573286,28.87915802,28.6463356,28.33586884,27.51861382,26.30788422,25.14633179,24.29670525,24.08947945,24.86734962,26.06863785,27.50592804,28.5623703
GBR,GBR47,Forbes Island bommie,-12.28121,143.40709,9.349999791,2.409999946,26.68538857,1.781573286,28.87915802,28.6463356,28.33586884,27.51861382,26.30788422,25.14633179,24.29670525,24.08947945,24.86734962,26.06863785,27.50592804,28.5623703
GBR,GBR48,Forbes Island Bommie West,-12.28091,143.40302,9.349999791,2.409999946,26.68538857,1.781573286,28.87915802,28.6463356,28.33586884,27.51861382,26.30788422,25.14633179,24.29670525,24.08947945,24.86734962,26.06863785,27.50592804,28.5623703
GBR,GBR49,Forbes Island Isthmus Rf,-12.29055,143.40232,9.349999791,2.409999946,26.68538857,1.781573286,28.87915802,28.6463356,28.33586884,27.51861382,26.30788422,25.14633179,24.29670525,24.08947945,24.86734962,26.06863785,27.50592804,28.5623703
GBR,GBR51,Seven Reefs east,-10.28793,143.71759,3.709999917,2.059999954,26.87313843,1.42997597,28.64161491,28.40604019,28.18859291,27.72849846,26.95055389,25.92228127,25.04887009,24.73723984,25.18154716,26.08862686,27.24946404,28.33433151
GBR,GBR52,Seven Reefs Anchorage,-10.2875,143.70978,3.709999917,2.059999954,26.87313843,1.42997597,28.64161491,28.40604019,28.18859291,27.72849846,26.95055389,25.92228127,25.04887009,24.73723984,25.18154716,26.08862686,27.24946404,28.33433151
GBR,GBR53,Salamander Reef,-11.76571,143.65005,8.759999804,2.289999949,26.71697537,1.619046425,28.71626091,28.55578041,28.27160835,27.49211311,26.48078918,25.4410038,24.66584587,24.38493347,24.90797997,25.98482323,27.24833298,28.45423317
GBR,GBR54,Two Hour Reef,-12.16237,143.64859,6.879999846,2.149999952,26.6426096,1.654439331,28.69185257,28.49976349,28.19542122,27.48191833,26.3776226,25.30811882,24.51063538,24.21872902,24.85336494,25.92557335,27.29239655,28.35591888
GBR,GBR55,Lagoon Reef Inner NW,-12.38375,143.76197,8.399999812,2.159999952,26.56212425,1.560544339,28.44525337,28.37503624,28.09260178,27.44781876,26.34192848,25.35518074,24.61902809,24.29614639,24.81180954,25.75154305,27.0950985,28.1140461
GBR,GBR56,Lagoon Reef Outer NW,-12.38175,143.75672,8.399999812,2.159999952,26.56212425,1.560544339,28.44525337,28.37503624,28.09260178,27.44781876,26.34192848,25.35518074,24.61902809,24.29614639,24.81180954,25.75154305,27.0950985,28.1140461
GBR,GBR57,Lagoon Reef Inner E,-12.38391,143.772,8.399999812,2.159999952,26.56212425,1.560544339,28.44525337,28.37503624,28.09260178,27.44781876,26.34192848,25.35518074,24.61902809,24.29614639,24.81180954,25.75154305,27.0950985,28.1140461
GBR,GBR58,Burke Reef,-12.62531,143.58327,7.16999984,2.129999952,26.58988333,1.727382966,28.62792397,28.55369949,28.25186157,27.47825623,26.19076347,25.10936737,24.29185486,24.08541298,24.81965256,25.93138313,27.36148453,28.37693977
GBR,GBR59,Shark Reef,-12.87385,143.8151,8.289999815,2.24999995,26.5309329,1.610975137,28.41186142,28.49404716,28.11262512,27.39748955,26.25957108,25.19595337,24.48817825,24.21523094,24.7788372,25.78200531,27.10814285,28.12725258
GBR,GBR60,Shark Reef Gardens,-12.87695,143.82034,8.289999815,2.24999995,26.5309329,1.610975137,28.41186142,28.49404716,28.11262512,27.39748955,26.25957108,25.19595337,24.48817825,24.21523094,24.7788372,25.78200531,27.10814285,28.12725258
GBR,GBR62,Crocodile Bommie,-13.8185,144.28213,9.489999788,2.399999946,26.37396208,1.69500574,28.40830994,28.47331047,28.05890846,27.20286751,26.03917885,24.8331089,24.19083786,24.0422287,24.58114433,25.63516617,27.01355743,28.00892639
GBR,GBR63,Surprise Reef,-13.99527,144.68397,8.669999806,2.419999946,26.40330505,1.696710194,28.47952843,28.54436874,28.04354477,27.24186134,26.00654411,24.78898239,24.22121048,24.07773209,24.65615845,25.74225044,27.03527641,28.00220299
GBR,GBR64,Surprise Reef Paradise,-13.98947,144.67643,8.669999806,2.419999946,26.40330505,1.696710194,28.47952843,28.54436874,28.04354477,27.24186134,26.00654411,24.78898239,24.22121048,24.07773209,24.65615845,25.74225044,27.03527641,28.00220299
GBR,GBR65,Surprise Reef Rubble,-14.0108,144.71335,8.849999802,2.489999944,26.37069448,1.734666723,28.48238564,28.55352211,28.0461731,27.2215004,25.94214821,24.68632126,24.11682129,23.98919868,24.61970139,25.74687958,27.03859711,28.00508499
GBR,GBR67,Day Reef Inner,-14.51742,145.5309,10.75999976,2.469999945,26.38678122,1.683552475,28.39516258,28.57003403,28.09577751,27.18111038,26.03052902,24.86640167,24.20651627,24.04901123,24.6558094,25.69397163,26.98056221,27.91648865
GBR,GBR70,Low Isles 1,-16.3835,145.571,2.619999941,2.759999938,26.09323486,2.14414049,28.62414932,28.8501606,28.12739754,26.81919289,25.41893387,23.75680733,23.01680565,23.20695686,24.30492592,25.76207542,27.26387215,27.96754074
GBR,NQ3,Eel Reef North,-12.40092,143.37201,9.989999777,2.609999942,26.67141199,1.804604107,28.85019493,28.64756584,28.36271858,27.52168465,26.21255112,25.09124565,24.21901131,24.05317688,24.87548828,26.08449173,27.55399895,28.58481598
GBR,QLD100,Murray Channel,-9.95826,144.15061,6.849999847,2.279999949,26.82760763,1.304004888,28.29832649,28.26794243,28.11017609,27.67132568,26.96363831,26.01172638,25.15987587,24.86751938,25.23205185,26.09670258,27.15273666,28.09926987
GBR,QLD103,Waier Island,-9.9513,144.03178,3.179999929,2.109999953,26.8595171,1.315718508,28.37594986,28.30616951,28.08934593,27.72213364,27.02029419,26.04367638,25.17548561,24.88286591,25.24188423,26.1122818,27.19080734,28.15331078
GBR,QLD105,The Maze Channel,-10.06687,143.86969,2.869999936,2.209999951,26.88307524,1.359701624,28.50632668,28.35506439,28.11852074,27.75068665,27.02716064,26.02300262,25.13852119,24.84222031,25.22631836,26.12979507,27.23607254,28.24321365
GBR,QLD106,The Maze Anchorage,-10.0696,143.87544,2.869999936,2.209999951,26.88307524,1.359701624,28.50632668,28.35506439,28.11852074,27.75068665,27.02716064,26.02300262,25.13852119,24.84222031,25.22631836,26.12979507,27.23607254,28.24321365
GBR,QLD110,Round Maze,-10.0599,143.883,2.869999936,2.209999951,26.88307524,1.359701624,28.50632668,28.35506439,28.11852074,27.75068665,27.02716064,26.02300262,25.13852119,24.84222031,25.22631836,26.12979507,27.23607254,28.24321365
GBR,QLD112,Dugong Island,-10.52274,143.09259,10.69999976,2.619999941,27.08455435,1.643922755,29.04411888,28.86700249,28.47256279,27.96456909,27.00403404,25.82175636,24.89017677,24.60308456,25.29156303,26.36139679,27.84277534,28.85161209
GBR,QLD15,Clam Bay,-23.18711,150.98134,0.519999988,2.21999995,23.76867263,2.910898252,27.38589287,27.47215271,26.35798454,24.98213005,23.08477211,20.98744774,19.64167213,19.60757828,21.11987686,23.21116066,24.98130417,26.39209938
GBR,QLD18,Alcyonaria Point,-20.06494,148.92328,3.319999926,2.279999949,25.2347037,2.3651324,27.92656136,28.17804337,27.54712868,26.45117569,24.97512436,23.00565147,21.88188553,21.85356522,22.89005852,24.5882225,26.24913597,27.26989174
GBR,QLD20,Blue Pearl Bay,-20.04033,148.88061,3.359999925,2.309999948,25.28425392,2.355808973,27.97875404,28.20998955,27.5785141,26.49618912,25.02026749,23.06456947,21.94553375,21.91286659,22.95371819,24.64224434,26.29357338,27.31482697
GBR,QLD46,Blue Lagoon Channel,-14.68717,145.46565,8.609999808,2.579999942,26.27208328,1.813280697,28.46834946,28.5663147,28.062397,27.08089828,25.86011696,24.56099701,23.82476616,23.74894333,24.48904419,25.67309952,27.02688408,27.90318871
GBR,QLD47,Horseshoe Reef,-14.68708,145.44327,8.629999807,2.609999942,26.24372784,1.859604363,28.49656868,28.583601,28.05591011,27.0579052,25.79767418,24.44810295,23.70228004,23.66000557,24.45584106,25.68772316,27.05681801,27.92230415
GBR,QLD50,Osprey Island,-14.66541,145.44227,8.629999807,2.609999942,26.24372784,1.859604363,28.49656868,28.583601,28.05591011,27.0579052,25.79767418,24.44810295,23.70228004,23.66000557,24.45584106,25.68772316,27.05681801,27.92230415
GBR,QLD51,Watsons Bay north,-14.65706,145.45076,8.609999808,2.579999942,26.27208328,1.813280697,28.46834946,28.5663147,28.062397,27.08089828,25.86011696,24.56099701,23.82476616,23.74894333,24.48904419,25.67309952,27.02688408,27.90318871
GBR,QLD52,Watsons-Turtle Reef,-14.65528,145.45049,8.609999808,2.579999942,26.27208328,1.813280697,28.46834946,28.5663147,28.062397,27.08089828,25.86011696,24.56099701,23.82476616,23.74894333,24.48904419,25.67309952,27.02688408,27.90318871
GBR,QLD54,Cobia Hole,-14.65101,145.44851,8.629999807,2.609999942,26.24372784,1.859604363,28.49656868,28.583601,28.05591011,27.0579052,25.79767418,24.44810295,23.70228004,23.66000557,24.45584106,25.68772316,27.05681801,27.92230415
GBR,QLD55,Mermaid Cove north,-14.6461,145.45386,9.509999787,2.529999943,26.29618645,1.784165584,28.44956207,28.56564522,28.06884193,27.10508919,25.89927101,24.62442017,23.90371704,23.81734467,24.52832603,25.67576027,27.01079369,27.90546608
GBR,QLD57,Mermaid dropoff north,-14.64524,145.45471,9.509999787,2.529999943,26.29618645,1.784165584,28.44956207,28.56564522,28.06884193,27.10508919,25.89927101,24.62442017,23.90371704,23.81734467,24.52832603,25.67576027,27.01079369,27.90546608
GBR,QLD60,Chicken Reef,-18.66084,147.70284,4.099999908,2.189999951,25.95919832,1.872189048,28.2194252,28.36659813,27.80790329,26.90265274,25.72859192,24.25576401,23.42984581,23.3378849,24.03396034,25.27744675,26.59651947,27.55378723
GBR,QLD61,Chicken Reef East,-18.661726,147.723103,4.099999908,2.189999951,25.95919832,1.872189048,28.2194252,28.36659813,27.80790329,26.90265274,25.72859192,24.25576401,23.42984581,23.3378849,24.03396034,25.27744675,26.59651947,27.55378723
GBR,QLD62,Chicken Reef NW,-18.65153,147.70988,4.099999908,2.189999951,25.95919832,1.872189048,28.2194252,28.36659813,27.80790329,26.90265274,25.72859192,24.25576401,23.42984581,23.3378849,24.03396034,25.27744675,26.59651947,27.55378723
GBR,QLD7,Monkey Point,-23.1957,150.937484,0.529999988,2.179999951,23.76151212,2.943617305,27.42234993,27.48526382,26.34606361,24.95389366,23.01611519,20.90424347,19.5512867,19.55218315,21.1596489,23.27132797,25.04583931,26.42992973
GBR,QLD72,Swains SE,-22.38397,152.5349,0.319999993,1.629999964,24.79526997,2.107134633,27.35380554,27.56196404,26.90248299,26.04661942,24.83901405,23.40451241,22.23002243,21.7080574,22.2142601,23.71196938,25.15660667,26.41392517
Ningaloo,NMP-BF1,Bundegi,-21.83921,114.17564,0,3.709999917,24.91309786,2.051094123,25.74858665,27.20749092,27.95412445,27.73997307,26.42549706,24.81998825,23.52083206,22.50419807,22.54626846,22.66698456,23.47261238,24.35061836
Ningaloo,NMP-BF2,Bundegi SZ North,-21.85245,114.16954,0,3.629999919,24.83429273,2.1197862,25.89728546,27.29984093,28.00344849,27.6303463,26.20591736,24.59608841,23.29668617,22.24481964,22.31739235,22.58655548,23.48835373,24.44477844
Ningaloo,NMP-BF3,Bundegi SZ South,-21.86648,114.15926,0,3.629999919,24.83429273,2.1197862,25.89728546,27.29984093,28.00344849,27.6303463,26.20591736,24.59608841,23.29668617,22.24481964,22.31739235,22.58655548,23.48835373,24.44477844
Ningaloo,NMP-BF4,Bundegi RZ,-21.83633,114.17777,0,3.709999917,24.91309786,2.051094123,25.74858665,27.20749092,27.95412445,27.73997307,26.42549706,24.81998825,23.52083206,22.50419807,22.54626846,22.66698456,23.47261238,24.35061836
Ningaloo,NMP-C1,Monck Head,-23.17701,113.75987,0,2.619999941,24.07359584,1.840379556,24.23204994,25.69395256,26.53189278,26.69993591,26.13121986,24.67750168,23.37591362,22.27685356,21.94477081,21.78556824,22.47590828,23.05758286
Ningaloo,NMP-C3,Coral Bay Central,-23.14152,113.75364,0,2.68999994,24.11945502,1.847096814,24.2714138,25.75346565,26.58766365,26.75812721,26.18256187,24.71614838,23.41525459,22.31813812,21.98134804,21.82525444,22.51615524,23.10792923
Ningaloo,NMP-C4,Yalobia Passage,-23.19995,113.76354,0,2.619999941,24.07359584,1.840379556,24.23204994,25.69395256,26.53189278,26.69993591,26.13121986,24.67750168,23.37591362,22.27685356,21.94477081,21.78556824,22.47590828,23.05758286
Ningaloo,NMP-P2,Pelican Nth,-23.31925,113.7807,0,2.499999944,23.94850858,1.823494628,24.13640404,25.5563488,26.38140869,26.53309059,25.98311043,24.56225967,23.24785614,22.15063095,21.82771873,21.68453789,22.36757469,22.95116234
Ningaloo,NMP-S1,Dugong,-22.86905,113.76443,0,2.999999933,24.31357638,1.869252865,24.43651009,25.97698593,26.81945229,27.00058937,26.40668297,24.87886047,23.57414055,22.50178146,22.14455223,22.00956154,22.69408417,23.3197155
Ningaloo,NMP-S2,Bruboodjoo,-22.92875,113.77937,0,2.899999935,24.27280601,1.865365132,24.40819359,25.94038963,26.77231216,26.9465313,26.35586739,24.83824921,23.53556824,22.45446968,22.10378838,21.97170067,22.66179848,23.28480339
Ningaloo,NMP-S3,Coral Bay DEC1,-23.12872,113.75232,0,2.68999994,24.11945502,1.847096814,24.2714138,25.75346565,26.58766365,26.75812721,26.18256187,24.71614838,23.41525459,22.31813812,21.98134804,21.82525444,22.51615524,23.10792923
Ningaloo,NMP-S4,Pelican,-23.33246,113.77923,0,2.499999944,23.94850858,1.823494628,24.13640404,25.5563488,26.38140869,26.53309059,25.98311043,24.56225967,23.24785614,22.15063095,21.82771873,21.68453789,22.36757469,22.95116234
Ningaloo,NMP1,Point Maud Outer,-23.11234,113.75042,0,2.68999994,24.11945502,1.847096814,24.2714138,25.75346565,26.58766365,26.75812721,26.18256187,24.71614838,23.41525459,22.31813812,21.98134804,21.82525444,22.51615524,23.10792923
Ningaloo,NMP10,Maud RZ1,-23.21313,113.76296,0,2.509999944,24.02985859,1.833654975,24.20038986,25.64322472,26.47995567,26.64089584,26.07844734,24.63541031,23.33140755,22.23333168,21.90561676,21.75152969,22.44050407,23.01758957
Ningaloo,NMP11,Maud RZ2,-23.20838,113.76328,0,2.509999944,24.02985859,1.833654975,24.20038986,25.64322472,26.47995567,26.64089584,26.07844734,24.63541031,23.33140755,22.23333168,21.90561676,21.75152969,22.44050407,23.01758957
Ningaloo,NMP13,Monck Head Inner,-23.17989,113.76169,0,2.619999941,24.07359584,1.840379556,24.23204994,25.69395256,26.53189278,26.69993591,26.13121986,24.67750168,23.37591362,22.27685356,21.94477081,21.78556824,22.47590828,23.05758286
Ningaloo,NMP14,Monck Head North,-23.17758,113.76397,0,2.619999941,24.07359584,1.840379556,24.23204994,25.69395256,26.53189278,26.69993591,26.13121986,24.67750168,23.37591362,22.27685356,21.94477081,21.78556824,22.47590828,23.05758286
Ningaloo,NMP19,Maud SZ Nth,-23.09197,113.73966,0,2.729999939,24.16486963,1.85286907,24.30216217,25.79629517,26.63643646,26.82248688,26.23966217,24.76772118,23.45890236,22.36474609,22.02519226,21.86352348,22.55348206,23.14782524
Ningaloo,NMP2,Point Maud Inner,-23.12142,113.75562,0,2.68999994,24.11945502,1.847096814,24.2714138,25.75346565,26.58766365,26.75812721,26.18256187,24.71614838,23.41525459,22.31813812,21.98134804,21.82525444,22.51615524,23.10792923
Ningaloo,NMP20,Oyster rocks buoy,-23.04473,113.81843,0,2.869999936,24.1922423,1.857031189,24.35183907,25.86316872,26.68287277,26.83897018,26.25484276,24.75797653,23.46289444,22.3702507,22.02847099,21.89658737,22.59280396,23.20623016
Ningaloo,NMP21,Coral Bay (Sanctuary zone),-23.14221,113.76709,0,2.68999994,24.11945502,1.847096814,24.2714138,25.75346565,26.58766365,26.75812721,26.18256187,24.71614838,23.41525459,22.31813812,21.98134804,21.82525444,22.51615524,23.10792923
Ningaloo,NMP24,Yalobia Bommie,-23.20194,113.76248,0,2.509999944,24.02985859,1.833654975,24.20038986,25.64322472,26.47995567,26.64089584,26.07844734,24.63541031,23.33140755,22.23333168,21.90561676,21.75152969,22.44050407,23.01758957
Ningaloo,NMP25,Outside Yalobia North,-23.19459,113.75209,0,2.619999941,24.07359584,1.840379556,24.23204994,25.69395256,26.53189278,26.69993591,26.13121986,24.67750168,23.37591362,22.27685356,21.94477081,21.78556824,22.47590828,23.05758286
Ningaloo,NMP26,Outside Yalobia South,-23.2175,113.75466,0,2.509999944,24.02985859,1.833654975,24.20038986,25.64322472,26.47995567,26.64089584,26.07844734,24.63541031,23.33140755,22.23333168,21.90561676,21.75152969,22.44050407,23.01758957
Ningaloo,NMP27,Coral Bay Offshore,-23.13496,113.7404,0,2.66999994,24.1245664,1.847199419,24.26682854,25.74617004,26.59079361,26.7696209,26.19351006,24.73202324,23.42482376,22.32891846,21.99390602,21.82806969,22.51662064,23.10351181
