"site_code","pre_post","longitude","latitude","cluster","site_name","Mean_SST_cl","SD_SST_cl","npp_mean","npp_min","npp_max","npp_sd","npp_interann_sd","npp_flag","wave_mean","wave_sd","wave_interann_sd","land_area_20km","reef_area_20km","pop2015_20km","depth","MMM","maxDHW","maxSSTA","Year_Pre","Year_Post","interval","clust.prepost"
"CS204","Pre",144.68513,-10.10505,7,"Boot Rock NW",26.91428947,1.350662576,761.5345349,509.3113302,1028.922134,126.8763047,61.64349575,1,15.24741357,8.459967034,1.713187242,0,126,0,7.5,28.47512054,0,0,2015,2016,1,"Pre_7"
"CS208","Post",144.6913,-9.98877,4,"Boot Reef Lagoon E",26.94730139,1.335212772,920.2723548,656.7412482,1351.236654,162.5752017,82.18932815,1,15.14208194,8.436268714,1.703930494,0,32.75,0,3.5,28.46889496,11.41999974,2.68999994,2015,2016,1,"Post_4"
"CS208","Pre",144.6913,-9.98877,4,"Boot Reef Lagoon E",26.94730139,1.335212772,920.2723548,656.7412482,1351.236654,162.5752017,82.18932815,1,15.14208194,8.436268714,1.703930494,0,32.75,0,4.5,28.46889496,0,0,2015,2016,1,"Pre_4"
"CS209","Post",144.694,-9.97456,4,"Boot Reef Lagoon W",26.94730139,1.335212772,920.2723548,656.7412482,1351.236654,162.5752017,82.18932815,1,15.14208194,8.436268714,1.703930494,0,32.75,0,8,28.46889496,11.41999974,2.68999994,2015,2016,1,"Post_4"
"CS209","Pre",144.694,-9.97456,4,"Boot Reef Lagoon W",26.94730139,1.335212772,920.2723548,656.7412482,1351.236654,162.5752017,82.18932815,1,15.14208194,8.436268714,1.703930494,0,32.75,0,5.5,28.46889496,0,0,2015,2016,1,"Pre_4"
"CS21","Post",155.55157,-23.25288,2,"Cato Lagoon 1",24.5015521,1.712073673,629.4140824,385.1713684,1030.933679,195.7355981,39.40935099,1,22.66322646,6.466156393,2.382823912,0.393033812,68.75,0,2.45,26.82969856,0,2.209999951,2013,2017,4,"Post_2"
"CS21","Pre",155.55157,-23.25288,2,"Cato Lagoon 1",24.5015521,1.712073673,629.4140824,385.1713684,1030.933679,195.7355981,39.40935099,1,22.66322646,6.466156393,2.382823912,0.393033812,68.75,0,2.45,26.82969856,0,0,2013,2017,4,"Pre_2"
"CS211","Post",144.57626,-10.14414,4,"Kate's Garden",26.892989,1.340376779,1416.711859,1022.389669,2055.839966,255.5951049,76.54050298,0,15.05151838,8.431238382,1.703990223,0,313.75,0,5.5,28.44010735,10.66999976,2.67999994,2015,2016,1,"Post_4"
"CS211","Pre",144.57626,-10.14414,4,"Kate's Garden",26.892989,1.340376779,1416.711859,1022.389669,2055.839966,255.5951049,76.54050298,0,15.05151838,8.431238382,1.703990223,0,313.75,0,5,28.44010735,0,0,2015,2016,1,"Pre_4"
"CS212","Post",144.57013,-10.14587,7,"Ashmore Reef NE bommy",26.892989,1.340376779,1416.711859,1022.389669,2055.839966,255.5951049,76.54050298,0,15.05151838,8.431238382,1.703990223,0,313.75,0,11,28.44010735,10.66999976,2.67999994,2015,2016,1,"Post_7"
"CS212","Pre",144.57013,-10.14587,7,"Ashmore Reef NE bommy",26.892989,1.340376779,1416.711859,1022.389669,2055.839966,255.5951049,76.54050298,0,15.05151838,8.431238382,1.703990223,0,313.75,0,16,28.44010735,0,0,2015,2016,1,"Pre_7"
"CS22","Post",155.55458,-23.25491,2,"Cato Lagoon South",24.5015521,1.712073673,629.4140824,385.1713684,1030.933679,195.7355981,39.40935099,1,22.66322646,6.466156393,2.382823912,0.393033812,68.75,0,2.75,26.82969856,0,2.209999951,2013,2017,4,"Post_2"
"CS22","Pre",155.55458,-23.25491,2,"Cato Lagoon South",24.5015521,1.712073673,629.4140824,385.1713684,1030.933679,195.7355981,39.40935099,1,22.66322646,6.466156393,2.382823912,0.393033812,68.75,0,2.75,26.82969856,0,0,2013,2017,4,"Pre_2"
"CS23","Post",155.55701,-23.24037,2,"Cato North",24.51579682,1.707610825,629.4140824,385.1713684,1030.933679,195.7355981,39.40935099,1,22.66322646,6.466156393,2.382823912,0.393033812,68.75,0,8.5,26.8329277,0,2.189999951,2013,2017,4,"Post_2"
"CS23","Pre",155.55701,-23.24037,2,"Cato North",24.51579682,1.707610825,629.4140824,385.1713684,1030.933679,195.7355981,39.40935099,1,22.66322646,6.466156393,2.382823912,0.393033812,68.75,0,8.5,26.8329277,0,0,2013,2017,4,"Pre_2"
"CS24","Post",155.54233,-23.24474,2,"Cato Entrance",24.52888711,1.707727245,629.4140824,385.1713684,1030.933679,195.7355981,39.40935099,1,22.66322646,6.466156393,2.382823912,0.393033812,68.75,0,7.5,26.84804344,0,2.209999951,2013,2017,4,"Post_2"
"CS24","Pre",155.54233,-23.24474,2,"Cato Entrance",24.52888711,1.707727245,629.4140824,385.1713684,1030.933679,195.7355981,39.40935099,1,22.66322646,6.466156393,2.382823912,0.393033812,68.75,0,13,26.84804344,0,0,2013,2017,4,"Pre_2"
"CS25","Post",155.54893,-23.244,2,"Cato Passage",24.52888711,1.707727245,629.4140824,385.1713684,1030.933679,195.7355981,39.40935099,1,22.66322646,6.466156393,2.382823912,0.393033812,68.75,0,5.5,26.84804344,0,2.209999951,2013,2017,4,"Post_2"
"CS25","Pre",155.54893,-23.244,2,"Cato Passage",24.52888711,1.707727245,629.4140824,385.1713684,1030.933679,195.7355981,39.40935099,1,22.66322646,6.466156393,2.382823912,0.393033812,68.75,0,5.5,26.84804344,0,0,2013,2017,4,"Pre_2"
"CS3","Post",152.22077,-19.28476,1,"Brodie Cay SE",25.77992646,1.537101042,564.1330742,383.1545773,802.5923262,117.7356309,20.4246317,1,17.36667143,5.19702676,2.06691991,0,45.25,0,7.625,27.81085968,3.049999932,1.859999958,2012,2016.9,4.9,"Post_1"
"CS3","Pre",152.22077,-19.28476,1,"Brodie Cay SE",25.77992646,1.537101042,564.1330742,383.1545773,802.5923262,117.7356309,20.4246317,1,17.36667143,5.19702676,2.06691991,0,45.25,0,7.75,27.81085968,0,0,2012,2016.9,4.9,"Pre_1"
"CS31","Post",155.47404,-22.17677,2,"Bird Lagoon",24.90567207,1.595313461,580.9901406,334.729002,902.0167602,176.3548875,17.44008772,1,22.0038722,6.385676454,2.316460532,0.198057745,21.25,0,3,26.96540833,0.159999996,2.259999949,2013,2017,4,"Post_2"
"CS31","Pre",155.47404,-22.17677,2,"Bird Lagoon",24.90567207,1.595313461,580.9901406,334.729002,902.0167602,176.3548875,17.44008772,1,22.0038722,6.385676454,2.316460532,0.198057745,21.25,0,3,26.96540833,0,0,2013,2017,4,"Pre_2"
"CS32","Post",155.47695,-22.17306,2,"Bird Reef Hole",24.90567207,1.595313461,580.9901406,334.729002,902.0167602,176.3548875,17.44008772,1,22.0038722,6.385676454,2.316460532,0.198057745,21.25,0,2.5,26.96540833,0.159999996,2.259999949,2013,2017,4,"Post_2"
"CS32","Pre",155.47695,-22.17306,2,"Bird Reef Hole",24.90567207,1.595313461,580.9901406,334.729002,902.0167602,176.3548875,17.44008772,1,22.0038722,6.385676454,2.316460532,0.198057745,21.25,0,4.5,26.96540833,0,0,2013,2017,4,"Pre_2"
"CS33","Post",155.45378,-22.16356,2,"Bird North Bommie",24.90567207,1.595313461,575.9786387,360.5034889,895.6859398,170.0854943,26.92609039,1,21.94326306,6.378090366,2.308605539,0.198057745,21.25,0,6,26.96540833,0.159999996,2.259999949,2013,2017,4,"Post_2"
"CS33","Pre",155.45378,-22.16356,2,"Bird North Bommie",24.90567207,1.595313461,575.9786387,360.5034889,895.6859398,170.0854943,26.92609039,1,21.94326306,6.378090366,2.308605539,0.198057745,21.25,0,5,26.96540833,0,0,2013,2017,4,"Pre_2"
"CS34","Post",155.45462,-22.17084,2,"Bird Inner West",24.90567207,1.595313461,575.9786387,360.5034889,895.6859398,170.0854943,26.92609039,1,21.94326306,6.378090366,2.308605539,0.198057745,21.25,0,0.9,26.96540833,0.159999996,2.259999949,2013,2017,4,"Post_2"
"CS34","Pre",155.45462,-22.17084,2,"Bird Inner West",24.90567207,1.595313461,575.9786387,360.5034889,895.6859398,170.0854943,26.92609039,1,21.94326306,6.378090366,2.308605539,0.198057745,21.25,0,0.8,26.96540833,0,0,2013,2017,4,"Pre_2"
"CS35","Post",155.45081,-22.16866,2,"Bird NW Bommie",24.90567207,1.595313461,575.9786387,360.5034889,895.6859398,170.0854943,26.92609039,1,21.94326306,6.378090366,2.308605539,0.198057745,21.25,0,6.5,26.96540833,0.159999996,2.259999949,2013,2017,4,"Post_2"
"CS35","Pre",155.45081,-22.16866,2,"Bird NW Bommie",24.90567207,1.595313461,575.9786387,360.5034889,895.6859398,170.0854943,26.92609039,1,21.94326306,6.378090366,2.308605539,0.198057745,21.25,0,8,26.96540833,0,0,2013,2017,4,"Pre_2"
"CS36","Post",155.36165,-22.1854,2,"Porpoise North",24.92428811,1.591256706,585.1824367,351.5465851,899.9001634,172.7519948,24.20485219,1,21.94304046,6.388902312,2.307469963,0.198057745,30,0,6,26.98642731,0.159999996,2.199999951,2013,2017,4,"Post_2"
"CS36","Pre",155.36165,-22.1854,2,"Porpoise North",24.92428811,1.591256706,585.1824367,351.5465851,899.9001634,172.7519948,24.20485219,1,21.94304046,6.388902312,2.307469963,0.198057745,30,0,5.5,26.98642731,0,0,2013,2017,4,"Pre_2"
"CS38","Post",155.35576,-22.18586,2,"Porpoise Anchorage",24.92428811,1.591256706,585.1824367,351.5465851,899.9001634,172.7519948,24.20485219,1,21.94304046,6.388902312,2.307469963,0.198057745,30,0,6,26.98642731,0.159999996,2.199999951,2013,2017,4,"Post_2"
"CS38","Pre",155.35576,-22.18586,2,"Porpoise Anchorage",24.92428811,1.591256706,585.1824367,351.5465851,899.9001634,172.7519948,24.20485219,1,21.94304046,6.388902312,2.307469963,0.198057745,30,0,5,26.98642731,0,0,2013,2017,4,"Pre_2"
"CS39","Post",155.35547,-22.18985,2,"Porpoise Lagoon",24.92428811,1.591256706,585.1824367,351.5465851,899.9001634,172.7519948,24.20485219,1,21.94304046,6.388902312,2.307469963,0.198057745,30,0,2.75,26.98642731,0.159999996,2.199999951,2013,2017,4,"Post_2"
"CS39","Pre",155.35547,-22.18985,2,"Porpoise Lagoon",24.92428811,1.591256706,585.1824367,351.5465851,899.9001634,172.7519948,24.20485219,1,21.94304046,6.388902312,2.307469963,0.198057745,30,0,2.75,26.98642731,0,0,2013,2017,4,"Pre_2"
"CS4","Post",152.32594,-19.23026,1,"Paget Cay Bommie",25.77003495,1.532849689,601.6063006,397.0929989,840.4508621,129.7249809,28.31174749,1,17.35930026,5.12246704,2.037208689,0,82,0,9.5,27.81147766,3.379999924,1.859999958,2012,2016.4,4.4,"Post_1"
"CS4","Pre",152.32594,-19.23026,1,"Paget Cay Bommie",25.77003495,1.532849689,601.6063006,397.0929989,840.4508621,129.7249809,28.31174749,1,17.35930026,5.12246704,2.037208689,0,82,0,9.25,27.81147766,0,0,2012,2016.4,4.4,"Pre_1"
"CS42","Post",155.17601,-22.18602,2,"Hilton Pool",24.98541991,1.594147576,582.5027663,363.6925018,913.1124626,168.4814121,29.20480387,1,21.79567544,6.370060722,2.288360089,0.1980227,27.25,0,2.5,27.08129311,0.149999997,2.119999953,2013,2017,4,"Post_2"
"CS42","Pre",155.17601,-22.18602,2,"Hilton Pool",24.98541991,1.594147576,582.5027663,363.6925018,913.1124626,168.4814121,29.20480387,1,21.79567544,6.370060722,2.288360089,0.1980227,27.25,0,2.8,27.08129311,0,0,2013,2017,4,"Pre_2"
"CS44","Post",155.16463,-22.17629,2,"NW Wreck Reef",24.98541991,1.594147576,582.5027663,363.6925018,913.1124626,168.4814121,29.20480387,1,21.79567544,6.370060722,2.288360089,0.1980227,27.25,0,5.5,27.08129311,0.149999997,2.119999953,2013,2017,4,"Post_2"
"CS44","Pre",155.16463,-22.17629,2,"NW Wreck Reef",24.98541991,1.594147576,582.5027663,363.6925018,913.1124626,168.4814121,29.20480387,1,21.79567544,6.370060722,2.288360089,0.1980227,27.25,0,5.5,27.08129311,0,0,2013,2017,4,"Pre_2"
"CS45","Post",155.17796,-22.17583,2,"North Wreck Reef",24.98541991,1.594147576,582.5027663,363.6925018,913.1124626,168.4814121,29.20480387,1,21.79567544,6.370060722,2.288360089,0.1980227,27.25,0,8,27.08129311,0.149999997,2.119999953,2013,2017,4,"Post_2"
"CS45","Pre",155.17796,-22.17583,2,"North Wreck Reef",24.98541991,1.594147576,582.5027663,363.6925018,913.1124626,168.4814121,29.20480387,1,21.79567544,6.370060722,2.288360089,0.1980227,27.25,0,8.15,27.08129311,0,0,2013,2017,4,"Pre_2"
"CS48","Post",153.53757,-21.89729,1,"Saumarez SW reef cay",25.52852774,1.625742406,619.0797192,377.4737286,878.7678432,134.8041352,32.66116562,1,18.83254999,5.951163069,2.116132183,0,32.5,0,9.5,27.68829918,0.339999992,1.899999958,2013,2017,4,"Post_1"
"CS48","Pre",153.53757,-21.89729,1,"Saumarez SW reef cay",25.52852774,1.625742406,619.0797192,377.4737286,878.7678432,134.8041352,32.66116562,1,18.83254999,5.951163069,2.116132183,0,32.5,0,9.5,27.68829918,0,0,2013,2017,4,"Pre_1"
"CS50","Post",153.57968,-21.91736,1,"Saumarez SW",25.48824565,1.621326193,619.0797192,377.4737286,878.7678432,134.8041352,32.66116562,1,19.06294652,6.009452316,2.133660456,0,52.25,0,8,27.64962959,0.189999996,1.919999957,2013,2017,4,"Post_1"
"CS50","Pre",153.57968,-21.91736,1,"Saumarez SW",25.48824565,1.621326193,619.0797192,377.4737286,878.7678432,134.8041352,32.66116562,1,19.06294652,6.009452316,2.133660456,0,52.25,0,9,27.64962959,0,0,2013,2017,4,"Pre_1"
"CS51","Post",153.58669,-21.91631,4,"Saumarez stripe seasnake",25.48824565,1.621326193,659.4763874,446.5404426,940.2252853,130.637428,25.11292378,1,19.29334305,6.067741563,2.151188728,0,52.25,0,5.5,27.64962959,0.189999996,1.919999957,2013,2017,4,"Post_4"
"CS51","Pre",153.58669,-21.91631,4,"Saumarez stripe seasnake",25.48824565,1.621326193,659.4763874,446.5404426,940.2252853,130.637428,25.11292378,1,19.29334305,6.067741563,2.151188728,0,52.25,0,5.5,27.64962959,0,0,2013,2017,4,"Pre_4"
"CS52","Post",155.7542,-21.25707,1,"Kenn Reef anchorage bommie",25.03076506,1.582243496,549.2376035,369.686888,847.8947321,136.5718936,20.44153207,1,21.97354918,6.351308255,2.31549076,0,72,0,14.5,27.15368271,1.579999965,2.109999953,2013,2017,4,"Post_1"
"CS52","Pre",155.7542,-21.25707,1,"Kenn Reef anchorage bommie",25.03076506,1.582243496,549.2376035,369.686888,847.8947321,136.5718936,20.44153207,1,21.97354918,6.351308255,2.31549076,0,72,0,12,27.15368271,0,0,2013,2017,4,"Pre_1"
"CS54","Post",155.75829,-21.25066,1,"Kenn Reef bommie",25.03076506,1.582243496,555.981015366667,331.374926,869.358394966667,147.9190654,23.62570209,1,21.95886838,6.34661030766667,2.315455604,0,72,0,9,27.15368271,1.579999965,2.109999953,2013,2017,4,"Post_1"
"CS54","Pre",155.75829,-21.25066,1,"Kenn Reef bommie",25.03076506,1.582243496,555.981015366667,331.374926,869.358394966667,147.9190654,23.62570209,1,21.95886838,6.34661030766667,2.315455604,0,72,0,10,27.15368271,0,0,2013,2017,4,"Pre_1"
"CS55","Post",155.76086,-21.2535,1,"Kenn Labyrinth",25.03076506,1.582243496,559.3527213,312.218945,880.0902264,153.5926513,25.2177871,1,21.95152798,6.344261334,2.315438026,0,72,0,3.5,27.15368271,1.579999965,2.109999953,2013,2017,4,"Post_1"
"CS55","Pre",155.76086,-21.2535,1,"Kenn Labyrinth",25.03076506,1.582243496,559.3527213,312.218945,880.0902264,153.5926513,25.2177871,1,21.95152798,6.344261334,2.315438026,0,72,0,4.5,27.15368271,0,0,2013,2017,4,"Pre_1"
"CS56","Post",155.76361,-21.248,1,"Kenn Reef rubble",25.03943125,1.581462563,559.3527213,312.218945,880.0902264,153.5926513,25.2177871,1,21.95152798,6.344261334,2.315438026,0,97.75,0,13.5,27.15874863,1.76999996,2.019999955,2013,2017,4,"Post_1"
"CS56","Pre",155.76361,-21.248,1,"Kenn Reef rubble",25.03943125,1.581462563,559.3527213,312.218945,880.0902264,153.5926513,25.2177871,1,21.95152798,6.344261334,2.315438026,0,97.75,0,13.5,27.15874863,0,0,2013,2017,4,"Pre_1"
"CS57","Post",155.76497,-21.24541,1,"Kenn Cave",25.03943125,1.581462563,559.3527213,312.218945,880.0902264,153.5926513,25.2177871,1,21.95152798,6.344261334,2.315438026,0,97.75,0,9,27.15874863,1.76999996,2.019999955,2013,2017,4,"Post_1"
"CS57","Pre",155.76497,-21.24541,1,"Kenn Cave",25.03943125,1.581462563,559.3527213,312.218945,880.0902264,153.5926513,25.2177871,1,21.95152798,6.344261334,2.315438026,0,97.75,0,7.5,27.15874863,0,0,2013,2017,4,"Pre_1"
"CS58","Post",155.76575,-21.19993,2,"Kenn Reef North Cay bommie",25.05050675,1.580581868,562.3554008,316.587944,881.5443034,154.5310003,27.44752679,1,21.92950678,6.337214413,2.315385292,0,97.75,0,9.5,27.16570854,2.139999952,1.949999956,2013,2017,4,"Post_2"
"CS58","Pre",155.76575,-21.19993,2,"Kenn Reef North Cay bommie",25.05050675,1.580581868,562.3554008,316.587944,881.5443034,154.5310003,27.44752679,1,21.92950678,6.337214413,2.315385292,0,97.75,0,10,27.16570854,0,0,2013,2017,4,"Pre_2"
"CS6","Post",152.34184,-19.25796,1,"Paget Cay South",25.76926502,1.536686461,543.9433643,336.3803977,785.1695535,129.4340436,27.22138779,1,17.6391433,5.251421298,2.085823744,0,58.5,0,4.15,27.80845642,3.319999926,1.869999958,2012,2016.3,4.3,"Post_1"
"CS6","Pre",152.34184,-19.25796,1,"Paget Cay South",25.76926502,1.536686461,543.9433643,336.3803977,785.1695535,129.4340436,27.22138779,1,17.6391433,5.251421298,2.085823744,0,58.5,0,4.25,27.80845642,0,0,2012,2016.3,4.3,"Pre_1"
"CS60","Post",155.77281,-21.20282,2,"Kenn Reef North Cay",25.03943125,1.581462563,562.3554008,316.587944,881.5443034,154.5310003,27.44752679,1,21.92950678,6.337214413,2.315385292,0,97.75,0,7.5,27.15874863,1.76999996,2.019999955,2013,2017,4,"Post_2"
"CS60","Pre",155.77281,-21.20282,2,"Kenn Reef North Cay",25.03943125,1.581462563,562.3554008,316.587944,881.5443034,154.5310003,27.44752679,1,21.92950678,6.337214413,2.315385292,0,97.75,0,7.5,27.15874863,0,0,2013,2017,4,"Pre_2"
"CS61","Post",155.76982,-21.20865,2,"Kenn Reef Pipeline",25.03943125,1.581462563,562.3554008,316.587944,881.5443034,154.5310003,27.44752679,1,21.92950678,6.337214413,2.315385292,0,97.75,0,8.5,27.15874863,1.76999996,2.019999955,2013,2017,4,"Post_2"
"CS61","Pre",155.76982,-21.20865,2,"Kenn Reef Pipeline",25.03943125,1.581462563,562.3554008,316.587944,881.5443034,154.5310003,27.44752679,1,21.92950678,6.337214413,2.315385292,0,97.75,0,8,27.15874863,0,0,2013,2017,4,"Pre_2"
"CS63","Post",154.3944,-21.0003,1,"Frederick Passage",25.36478917,1.546801539,512.7824444,287.5369212,823.3739047,137.3078862,25.076317,2,20.53762075,6.164705018,2.208346104,0.598981356,29.5,0,6.5,27.45256805,3.999999911,2.089999953,2013,2017,4,"Post_1"
"CS63","Pre",154.3944,-21.0003,1,"Frederick Passage",25.36478917,1.546801539,512.7824444,287.5369212,823.3739047,137.3078862,25.076317,2,20.53762075,6.164705018,2.208346104,0.598981356,29.5,0,5.5,27.45256805,0,0,2013,2017,4,"Pre_1"
"CS64","Post",154.39374,-20.99787,1,"Fredrick Central Bommie",25.36887153,1.545633988,512.7824444,287.5369212,823.3739047,137.3078862,25.076317,2,20.53762075,6.164705018,2.208346104,0.598981356,29.5,0,7,27.46206856,3.639999919,2.059999954,2013,2017,4,"Post_1"
"CS64","Pre",154.39374,-20.99787,1,"Fredrick Central Bommie",25.36887153,1.545633988,512.7824444,287.5369212,823.3739047,137.3078862,25.076317,2,20.53762075,6.164705018,2.208346104,0.598981356,29.5,0,7,27.46206856,0,0,2013,2017,4,"Pre_1"
"CS65","Post",154.39197,-21.0065,1,"Fredrick central reef",25.36478917,1.546801539,506.6214119,316.1907298,840.5754249,140.0237396,20.04869422,1,20.58563973,6.183886427,2.211268702,0.598981356,29.5,0,4,27.45256805,3.999999911,2.089999953,2013,2017,4,"Post_1"
"CS65","Pre",154.39197,-21.0065,1,"Fredrick central reef",25.36478917,1.546801539,506.6214119,316.1907298,840.5754249,140.0237396,20.04869422,1,20.58563973,6.183886427,2.211268702,0.598981356,29.5,0,4.75,27.45256805,0,0,2013,2017,4,"Pre_1"
"CS7","Post",152.38809,-19.1254,1,"Weather Station Inner Reef",25.78950675,1.523375113,544.8909978,391.5698946,754.2460645,101.6853304,27.5260701,1,17.83585007,5.219218523,2.084442024,0,61.5,0,4.3,27.83438492,4.189999906,1.939999957,2012,2016.3,4.3,"Post_1"
"CS7","Pre",152.38809,-19.1254,1,"Weather Station Inner Reef",25.78950675,1.523375113,544.8909978,391.5698946,754.2460645,101.6853304,27.5260701,1,17.83585007,5.219218523,2.084442024,0,61.5,0,4.55,27.83438492,0,0,2012,2016.3,4.3,"Pre_1"
"CS72","Post",154.37269,-21.02036,1,"Fredrick Observatory Cay",25.36478917,1.546801539,506.6214119,316.1907298,840.5754249,140.0237396,20.04869422,1,20.58563973,6.183886427,2.211268702,0.598981356,29.5,0,2,27.45256805,3.999999911,2.089999953,2013,2017,4,"Post_1"
"CS72","Pre",154.37269,-21.02036,1,"Fredrick Observatory Cay",25.36478917,1.546801539,506.6214119,316.1907298,840.5754249,140.0237396,20.04869422,1,20.58563973,6.183886427,2.211268702,0.598981356,29.5,0,2,27.45256805,0,0,2013,2017,4,"Pre_1"
"CS73","Post",154.39572,-20.93697,1,"North Fredrick Bommie",25.37470881,1.544985853,502.9934443,237.0614685,808.7224538,136.8603613,27.5608559,1,20.53066513,6.157276731,2.210208849,0.598981356,29.5,0,9.5,27.47108841,3.57999992,2.029999955,2013,2017,4,"Post_1"
"CS73","Pre",154.39572,-20.93697,1,"North Fredrick Bommie",25.37470881,1.544985853,502.9934443,237.0614685,808.7224538,136.8603613,27.5608559,1,20.53066513,6.157276731,2.210208849,0.598981356,29.5,0,9.5,27.47108841,0,0,2013,2017,4,"Pre_1"
"CS74","Post",154.39723,-20.93624,1,"Frederick Lighthouse",25.37470881,1.544985853,502.9934443,237.0614685,808.7224538,136.8603613,27.5608559,1,20.53066513,6.157276731,2.210208849,0.598981356,29.5,0,6.5,27.47108841,3.57999992,2.029999955,2013,2017,4,"Post_1"
"CS74","Pre",154.39723,-20.93624,1,"Frederick Lighthouse",25.37470881,1.544985853,502.9934443,237.0614685,808.7224538,136.8603613,27.5608559,1,20.53066513,6.157276731,2.210208849,0.598981356,29.5,0,4.5,27.47108841,0,0,2013,2017,4,"Pre_1"
"CS8","Post",152.38714,-19.09532,1,"Carola Cay",25.80238469,1.517524818,544.8909978,391.5698946,754.2460645,101.6853304,27.5260701,1,17.83585007,5.219218523,2.084442024,0,61.5,0,4.25,27.84456444,4.569999898,1.969999956,2012,2016.3,4.3,"Post_1"
"CS8","Pre",152.38714,-19.09532,1,"Carola Cay",25.80238469,1.517524818,544.8909978,391.5698946,754.2460645,101.6853304,27.5260701,1,17.83585007,5.219218523,2.084442024,0,61.5,0,4.75,27.84456444,0,0,2012,2016.3,4.3,"Pre_1"
"CS9","Post",149.20002,-16.92194,1,"NE Herald Cay NE",26.425856432,1.46163111,503.7209253,359.6265622,733.3130219,97.49255487,32.09469917,1,14.06394452,4.186165418,1.780958511,0,26.75,0,7.5,28.340346144,8.7719998036,2.063999954,2012,2017,5,"Post_1"
"CS9","Pre",149.20002,-16.92194,1,"NE Herald Cay NE",26.425856432,1.46163111,503.7209253,359.6265622,733.3130219,97.49255487,32.09469917,1,14.06394452,4.186165418,1.780958511,0,26.75,0,7.5,28.340346144,0,0,2012,2017,5,"Pre_1"
"GBR146","Post",148.92328,-20.06494,4,"Alcyonaria Point",25.2347037,2.3651324,1413.434998,912.930976,1964.6373,267.2115931,113.0245736,1,0.075603509,0.067233925,0.019288499,125.265802,93.75,481,6.5,28.17804337,3.319999926,2.279999949,2010,2016,6,"Post_4"
"GBR146","Pre",148.92328,-20.06494,4,"Alcyonaria Point",25.2347037,2.3651324,1413.434998,912.930976,1964.6373,267.2115931,113.0245736,1,0.075603509,0.067233925,0.019288499,125.265802,93.75,481,6.25,28.17804337,0,0,2010,2016,6,"Pre_4"
"GBR148","Post",148.88061,-20.04033,4,"Blue Pearl Bay",25.28425392,2.355808973,1369.205283,953.2286321,1863.658591,275.8206406,94.22206008,1,2.473167693,0.515869816,0.221197866,65.06370366,52.5,415,6,28.20998955,3.359999925,2.309999948,2010,2016,6,"Post_4"
"GBR148","Pre",148.88061,-20.04033,4,"Blue Pearl Bay",25.28425392,2.355808973,1369.205283,953.2286321,1863.658591,275.8206406,94.22206008,1,2.473167693,0.515869816,0.221197866,65.06370366,52.5,415,5,28.20998955,0,0,2010,2016,6,"Pre_4"
"GBR16","Post",151.77309,-23.24659,4,"Tryon Island south",24.13349517,2.238593271,1483.391256,1195.818748,1813.997839,160.7532716,91.78767195,1,6.548396417,2.217205118,0.791960691,1.571737744,222,0,7.75,27.21570778,0,1.679999962,2015,2017,2,"Post_4"
"GBR16","Pre",151.77309,-23.24659,4,"Tryon Island south",24.13349517,2.238593271,1483.391256,1195.818748,1813.997839,160.7532716,91.78767195,1,6.548396417,2.217205118,0.791960691,1.571737744,222,0,6.5,27.21570778,0,0,2015,2017,2,"Pre_4"
"GBR160","Post",147.7231,-18.66173,4,"Chicken Reef East",25.95919832,1.872189048,937.3261851,756.324102766667,1159.58234533333,91.8262492966667,66.0807781966667,1,8.77473748033333,2.387222578,0.989706205333333,0,308.5,0,6,28.36659813,4.099999908,2.189999951,2012,2016,4,"Post_4"
"GBR160","Pre",147.7231,-18.66173,4,"Chicken Reef East",25.95919832,1.872189048,937.3261851,756.324102766667,1159.58234533333,91.8262492966667,66.0807781966667,1,8.77473748033333,2.387222578,0.989706205333333,0,308.5,0,6,28.36659813,0,0,2012,2016,4,"Pre_4"
"GBR161","Post",147.70284,-18.66084,4,"Chicken Reef",25.95919832,1.872189048,937.0340817,778.6185465,1163.441906,90.46000545,65.78248483,1,8.697324289,2.367662146,0.981011122,0,308.5,0,6.5,28.36659813,4.099999908,2.189999951,2012,2016,4,"Post_4"
"GBR161","Pre",147.70284,-18.66084,4,"Chicken Reef",25.95919832,1.872189048,937.0340817,778.6185465,1163.441906,90.46000545,65.78248483,1,8.697324289,2.367662146,0.981011122,0,308.5,0,6.5,28.36659813,0,0,2012,2016,4,"Pre_4"
"GBR17","Post",151.77568,-23.24371,7,"Tryon Island south west",24.13349517,2.238593271,1483.391256,1195.818748,1813.997839,160.7532716,91.78767195,1,6.548396417,2.217205118,0.791960691,1.571737744,222,0,11.05,27.21570778,0,1.679999962,2015,2017,2,"Post_7"
"GBR17","Pre",151.77568,-23.24371,7,"Tryon Island south west",24.13349517,2.238593271,1483.391256,1195.818748,1813.997839,160.7532716,91.78767195,1,6.548396417,2.217205118,0.791960691,1.571737744,222,0,11,27.21570778,0,0,2015,2017,2,"Pre_7"
"GBR2","Post",152.41618,-23.89878,3,"Lady Musgrave Lagoon N",24.22214492,2.086426047,1061.691024,815.650457,1388.248085,164.6085917,68.95200434,1,9.064255266,3.247001283,1.207305092,0.782538478,67.75,0,3.5,27.11719322,0.759999983,1.729999961,2015,2017,2,"Post_3"
