"Region","SiteCode","SiteName","SiteLat","SiteLong","maxDHW","maxSSTA","Jan_SST_cl","Feb_SST_cl","Mar_SST_cl","Apr_SST_cl","May_SST_cl","Jun_SST_cl","Jul_SST_cl","Aug_SST_cl","Sep_SST_cl","Oct_SST_cl","Nov_SST_cl","Dec_SST_cl"
"GBR","CS110","Tregrosse Outlier Reef Down",-17.71175,150.736917,6.05999994277954,1.84999990463257,27.9601917266846,28.0712661743164,27.6013565063477,26.9117202758789,25.98655128479,25.0513286590576,24.3362712860107,24.0035305023193,24.3979873657227,25.4602737426758,26.5361766815186,27.3707675933838
"GBR","CS111","Tregrosse Outlier Reef",-17.71298,150.7345,6.05999994277954,1.84999990463257,27.9601917266846,28.0712661743164,27.6013565063477,26.9117202758789,25.98655128479,25.0513286590576,24.3362712860107,24.0035305023193,24.3979873657227,25.4602737426758,26.5361766815186,27.3707675933838
"GBR","CS113","Tregosse Reef",-17.77473,150.63277,5.60999965667725,1.87000000476837,27.9700679779053,28.1035537719727,27.6121692657471,26.9322738647461,25.9832916259766,25.0548934936523,24.320930480957,24.0325984954834,24.4080410003662,25.4625053405762,26.5451278686523,27.3696193695068
"GBR","CS12","NE Herald Bommie",-16.93007,149.19332,8.65999984741211,2.05999994277954,28.2184066772461,28.3410358428955,27.881778717041,27.1324100494385,26.3281383514404,25.2778854370117,24.5816802978516,24.3941650390625,24.7168312072754,25.7291450500488,26.7963371276855,27.7065887451172
"GBR","CS122","South Flinders Horseshoe centre",-17.87718,148.51165,5.51999998092651,2.16999983787537,28.2554721832275,28.3186550140381,27.7299976348877,27.0186767578125,25.9132499694824,24.8902168273926,24.196418762207,23.9801616668701,24.4191570281982,25.4639263153076,26.6591205596924,27.5787525177002
"GBR","CS123","South Flinders Horseshoe NW",-17.82899,148.50514,5.51999998092651,2.16999983787537,28.2472362518311,28.3194923400879,27.7188835144043,27.0103149414062,25.9127426147461,24.8973293304443,24.2067966461182,23.9946880340576,24.4156818389893,25.4613704681396,26.6545810699463,27.5633773803711
"GBR","CS126","Flinders Ribbon Reef South Cay",-17.71666,148.43873,5.51999998092651,2.1399998664856,28.2577438354492,28.3281669616699,27.7079887390137,26.9980964660645,25.9307994842529,24.9023494720459,24.1991443634033,24.0042915344238,24.4256725311279,25.4681568145752,26.6659297943115,27.5877170562744
"GBR","CS127","Flinders Ribbon Reef South Cay SW",-17.71505,148.4373,5.51999998092651,2.1399998664856,28.2577438354492,28.3281669616699,27.7079887390137,26.9980964660645,25.9307994842529,24.9023494720459,24.1991443634033,24.0042915344238,24.4256725311279,25.4681568145752,26.6659297943115,27.5877170562744
"GBR","CS128","Flinders Cay Storm Bommie",-17.70575,148.4606,5.82999992370605,2.15999984741211,28.2484703063965,28.317195892334,27.7068405151367,27.0002098083496,25.9231910705566,24.9077262878418,24.2122135162354,24.0122089385986,24.418384552002,25.4629955291748,26.6573314666748,27.5664863586426
"GBR","CS129","Flinders Ribbon Reef South Cay E bommie",-17.70304,148.46176,5.82999992370605,2.15999984741211,28.2484703063965,28.317195892334,27.7068405151367,27.0002098083496,25.9231910705566,24.9077262878418,24.2122135162354,24.0122089385986,24.418384552002,25.4629955291748,26.6573314666748,27.5664863586426
"GBR","CS13","NE Herald Back Reef",-16.92822,149.20228,8.9399995803833,2.0699999332428,28.2184505462646,28.3393115997314,27.8858909606934,27.1278667449951,26.3302364349365,25.2850246429443,24.5803279876709,24.40891456604,24.7157344818115,25.7354221343994,26.7931804656982,27.6987285614014
"GBR","CS130","Chilcott Islet bommie",-16.93133,149.999,8.03999996185303,2.36999988555908,28.1951885223389,28.2801170349121,27.8483695983887,27.0830478668213,26.2664775848389,25.376781463623,24.6307125091553,24.4687938690186,24.7686252593994,25.7091083526611,26.7252426147461,27.5221843719482
"GBR","CS131","Chilcott Islet Haven",-16.93012,150.00203,8.39999961853027,2.32999992370605,28.1822147369385,28.2658386230469,27.8394203186035,27.0775947570801,26.257209777832,25.3777465820312,24.6299419403076,24.4605617523193,24.7647819519043,25.7034225463867,26.7230129241943,27.5134315490723
"GBR","CS132","Chilcott Islet SW inner reef",-16.93157,149.99043,8.03999996185303,2.36999988555908,28.1951885223389,28.2801170349121,27.8483695983887,27.0830478668213,26.2664775848389,25.376781463623,24.6307125091553,24.4687938690186,24.7686252593994,25.7091083526611,26.7252426147461,27.5221843719482
"GBR","CS134","Chilcott Islet inshore reef",-16.9366,150.00092,8.39999961853027,2.32999992370605,28.1822147369385,28.2658386230469,27.8394203186035,27.0775947570801,26.257209777832,25.3777465820312,24.6299419403076,24.4605617523193,24.7647819519043,25.7034225463867,26.7230129241943,27.5134315490723
"GBR","CS139","Magdelaine Cay SW",-16.53378,150.26845,10.039999961853,2.27999997138977,28.1739883422852,28.3107776641846,27.9417877197266,27.2160987854004,26.4127044677734,25.5165882110596,24.8096237182617,24.6105327606201,24.9159088134766,25.798002243042,26.8289642333984,27.6471214294434
"GBR","CS140","Magdelaine Cay gulch",-16.53091,150.26973,10.039999961853,2.27999997138977,28.1739883422852,28.3107776641846,27.9417877197266,27.2160987854004,26.4127044677734,25.5165882110596,24.8096237182617,24.6105327606201,24.9159088134766,25.798002243042,26.8289642333984,27.6471214294434
"GBR","CS141","Magdelaine Reef Cruise Ship",-16.52097,150.27712,10.039999961853,2.27999997138977,28.1739883422852,28.3107776641846,27.9417877197266,27.2160987854004,26.4127044677734,25.5165882110596,24.8096237182617,24.6105327606201,24.9159088134766,25.798002243042,26.8289642333984,27.6471214294434
"GBR","CS143","South Willis islet south",-16.29907,149.96294,10.3800001144409,2.3199999332428,28.2199974060059,28.3696155548096,27.9836483001709,27.2281246185303,26.4994277954102,25.5560169219971,24.8652267456055,24.6296100616455,24.9343566894531,25.8805370330811,26.871862411499,27.7307434082031
"GBR","CS144","Willis Islet Dark Wall",-16.28601,149.95958,10.3800001144409,2.3199999332428,28.2199974060059,28.3696155548096,27.9836483001709,27.2281246185303,26.4994277954102,25.5560169219971,24.8652267456055,24.6296100616455,24.9343566894531,25.8805370330811,26.871862411499,27.7307434082031
"GBR","CS145","South Willis islet anchorage bommie",-16.2927,149.96138,10.3800001144409,2.3199999332428,28.2199974060059,28.3696155548096,27.9836483001709,27.2281246185303,26.4994277954102,25.5560169219971,24.8652267456055,24.6296100616455,24.9343566894531,25.8805370330811,26.871862411499,27.7307434082031
"GBR","CS146","Holmes South Cay Inner Reef",-16.49974,147.84345,9.64999961853027,2.15999984741211,28.3832683563232,28.4891204833984,27.9775066375732,27.1990356445312,26.2306823730469,25.2537288665771,24.5867195129395,24.3317241668701,24.8447284698486,25.7053070068359,26.9294052124023,27.7914371490479
"GBR","CS147","Holmes Reef Cay Buoy Wall",-16.51274,147.84033,9.42999935150146,2.16999983787537,28.3781242370605,28.480806350708,27.970775604248,27.1842441558838,26.2220611572266,25.2369232177734,24.568883895874,24.3100643157959,24.8326568603516,25.6918087005615,26.9192962646484,27.7814712524414
"GBR","CS148","Holmes South Cay South Reef",-16.50813,147.84016,9.42999935150146,2.16999983787537,28.3781242370605,28.480806350708,27.970775604248,27.1842441558838,26.2220611572266,25.2369232177734,24.568883895874,24.3100643157959,24.8326568603516,25.6918087005615,26.9192962646484,27.7814712524414
"GBR","CS149","Holmes South Cay South Inner Reef",-16.50487,147.84137,9.42999935150146,2.16999983787537,28.3781242370605,28.480806350708,27.970775604248,27.1842441558838,26.2220611572266,25.2369232177734,24.568883895874,24.3100643157959,24.8326568603516,25.6918087005615,26.9192962646484,27.7814712524414
"GBR","CS15","Chilcott Bommie",-16.92247,150.00647,8.39999961853027,2.32999992370605,28.1822147369385,28.2658386230469,27.8394203186035,27.0775947570801,26.257209777832,25.3777465820312,24.6299419403076,24.4605617523193,24.7647819519043,25.7034225463867,26.7230129241943,27.5134315490723
"GBR","CS150","Holmes Reef South Cay Swim through",-16.49493,147.84932,9.64999961853027,2.15999984741211,28.3832683563232,28.4891204833984,27.9775066375732,27.1990356445312,26.2306823730469,25.2537288665771,24.5867195129395,24.3317241668701,24.8447284698486,25.7053070068359,26.9294052124023,27.7914371490479
"GBR","CS151","Holmes N Cay anchorage",-16.47592,147.86608,9.63000011444092,2.21000003814697,28.3715724945068,28.4874477386475,27.9762668609619,27.2026081085205,26.2283267974854,25.2562427520752,24.5898399353027,24.3281879425049,24.8320579528809,25.704231262207,26.9185485839844,27.7812194824219
"GBR","CS152","Holmes N Cay bommie",-16.46823,147.86472,9.63000011444092,2.21000003814697,28.3715724945068,28.4874477386475,27.9762668609619,27.2026081085205,26.2283267974854,25.2562427520752,24.5898399353027,24.3281879425049,24.8320579528809,25.704231262207,26.9185485839844,27.7812194824219
"GBR","CS153","Inner Osprey East",-13.85535,146.62455,11.9299993515015,2.30999994277954,28.5642776489258,28.6871376037598,28.1860370635986,27.5795497894287,26.7429161071777,25.7229137420654,25.0952739715576,24.7271709442139,25.0609855651855,25.9725456237793,27.1358852386475,28.1990909576416
"GBR","CS154","Inside Osprey NE",-13.854,146.6254,11.9299993515015,2.30999994277954,28.5642776489258,28.6871376037598,28.1860370635986,27.5795497894287,26.7429161071777,25.7229137420654,25.0952739715576,24.7271709442139,25.0609855651855,25.9725456237793,27.1358852386475,28.1990909576416
"GBR","CS155","Osprey Pass South",-13.8914,146.55312,11.8199996948242,2.27999997138977,28.5638656616211,28.6890506744385,28.1743755340576,27.5724544525146,26.7294216156006,25.7138118743896,25.0943946838379,24.7191581726074,25.0555362701416,25.9659252166748,27.131519317627,28.2006759643555
"GBR","CS156","Osprey Pass",-13.88295,146.56243,11.8199996948242,2.27999997138977,28.5638656616211,28.6890506744385,28.1743755340576,27.5724544525146,26.7294216156006,25.7138118743896,25.0943946838379,24.7191581726074,25.0555362701416,25.9659252166748,27.131519317627,28.2006759643555
"GBR","CS157","Osprey Pass Channel",-13.8954,146.5576,11.8199996948242,2.27999997138977,28.5638656616211,28.6890506744385,28.1743755340576,27.5724544525146,26.7294216156006,25.7138118743896,25.0943946838379,24.7191581726074,25.0555362701416,25.9659252166748,27.131519317627,28.2006759643555
"GBR","CS158","Osprey Castle",-13.87003,146.57765,11.8199996948242,2.27999997138977,28.5638656616211,28.6890506744385,28.1743755340576,27.5724544525146,26.7294216156006,25.7138118743896,25.0943946838379,24.7191581726074,25.0555362701416,25.9659252166748,27.131519317627,28.2006759643555
"GBR","CS16","Chilcott NE",-16.92251,150.01143,8.39999961853027,2.32999992370605,28.1822147369385,28.2658386230469,27.8394203186035,27.0775947570801,26.257209777832,25.3777465820312,24.6299419403076,24.4605617523193,24.7647819519043,25.7034225463867,26.7230129241943,27.5134315490723
"GBR","CS17","SW South West Islet",-16.97162,149.90476,8,2.34999990463257,28.1862335205078,28.2753677368164,27.8404560089111,27.0606479644775,26.25390625,25.344165802002,24.608528137207,24.4517021179199,24.7548370361328,25.705041885376,26.7100067138672,27.5206184387207
"GBR","CS171","Bougainville Reef southwest",-15.48855,147.0903,10.8699998855591,2.49000000953674,28.5074119567871,28.5874843597412,28.152738571167,27.4123229980469,26.4905319213867,25.5151176452637,24.7728023529053,24.5333728790283,24.9859008789062,25.9410820007324,27.1022891998291,28.0317459106445
"GBR","CS172","Bougainville Reef W central",-15.48253,147.0993,10.8699998855591,2.49000000953674,28.5074119567871,28.5874843597412,28.152738571167,27.4123229980469,26.4905319213867,25.5151176452637,24.7728023529053,24.5333728790283,24.9859008789062,25.9410820007324,27.1022891998291,28.0317459106445
"GBR","CS173","Bougainville Reef lagoon",-15.48885,147.10716,10.6499996185303,2.5,28.4996948242188,28.5898418426514,28.1524028778076,27.4241352081299,26.4962406158447,25.5232200622559,24.7816963195801,24.5371036529541,24.9907836914062,25.9515247344971,27.1057720184326,28.0351963043213
"GBR","CS174","Bougainville Reef Lagoon East",-15.48433,147.10759,10.6499996185303,2.5,28.4996948242188,28.5898418426514,28.1524028778076,27.4241352081299,26.4962406158447,25.5232200622559,24.7816963195801,24.5371036529541,24.9907836914062,25.9515247344971,27.1057720184326,28.0351963043213
"GBR","CS175","Bougainville Reef point",-15.4908,147.08723,10.8699998855591,2.49000000953674,28.5074119567871,28.5874843597412,28.152738571167,27.4123229980469,26.4905319213867,25.5151176452637,24.7728023529053,24.5333728790283,24.9859008789062,25.9410820007324,27.1022891998291,28.0317459106445
"GBR","CS176","Bougainville Reef inlet",-15.48135,147.10453,10.6499996185303,2.5,28.4996948242188,28.5898418426514,28.1524028778076,27.4241352081299,26.4962406158447,25.5232200622559,24.7816963195801,24.5371036529541,24.9907836914062,25.9515247344971,27.1057720184326,28.0351963043213
"GBR","CS177","Osprey Reef Lagoon South",-13.98559,146.69139,12.2699995040894,2.24000000953674,28.5627880096436,28.6780948638916,28.1959857940674,27.5588417053223,26.7308216094971,25.7217330932617,25.093017578125,24.7223968505859,25.0638885498047,25.9578971862793,27.1306896209717,28.1648120880127
"GBR","CS178","Osprey South reef flat",-13.99381,146.69067,12.2699995040894,2.24000000953674,28.5627880096436,28.6780948638916,28.1959857940674,27.5588417053223,26.7308216094971,25.7217330932617,25.093017578125,24.7223968505859,25.0638885498047,25.9578971862793,27.1306896209717,28.1648120880127
"GBR","CS179","Osprey south bommie",-13.97563,146.67549,12.2699995040894,2.24000000953674,28.5627880096436,28.6780948638916,28.1959857940674,27.5588417053223,26.7308216094971,25.7217330932617,25.093017578125,24.7223968505859,25.0638885498047,25.9578971862793,27.1306896209717,28.1648120880127
"GBR","CS18","South West Islet Bommie",-16.96134,149.90547,8,2.34999990463257,28.1862335205078,28.2753677368164,27.8404560089111,27.0606479644775,26.25390625,25.344165802002,24.608528137207,24.4517021179199,24.7548370361328,25.705041885376,26.7100067138672,27.5206184387207
"GBR","CS180","Osprey S W Bommie",-13.96688,146.66721,12.2699995040894,2.24000000953674,28.5627880096436,28.6780948638916,28.1959857940674,27.5588417053223,26.7308216094971,25.7217330932617,25.093017578125,24.7223968505859,25.0638885498047,25.9578971862793,27.1306896209717,28.1648120880127
"GBR","CS181","Osprey S E Lagoon",-13.96617,146.6806,12.2699995040894,2.24000000953674,28.5627880096436,28.6780948638916,28.1959857940674,27.5588417053223,26.7308216094971,25.7217330932617,25.093017578125,24.7223968505859,25.0638885498047,25.9578971862793,27.1306896209717,28.1648120880127
"GBR","CS182","Osprey Lagoon entrance bommie",-13.89028,146.57249,11.8199996948242,2.27999997138977,28.5638656616211,28.6890506744385,28.1743755340576,27.5724544525146,26.7294216156006,25.7138118743896,25.0943946838379,24.7191581726074,25.0555362701416,25.9659252166748,27.131519317627,28.2006759643555
"GBR","CS183","Osprey Lagoon Entrance NW Bommie",-13.88715,146.56733,11.8199996948242,2.27999997138977,28.5638656616211,28.6890506744385,28.1743755340576,27.5724544525146,26.7294216156006,25.7138118743896,25.0943946838379,24.7191581726074,25.0555362701416,25.9659252166748,27.131519317627,28.2006759643555
"GBR","CS184","Osprey Reef North Horn",-13.80117,146.54613,11.7299995422363,2.35999989509583,28.5664558410645,28.6941032409668,28.1626777648926,27.5825386047363,26.729248046875,25.7203426361084,25.1092014312744,24.7216758728027,25.0540561676025,25.9746437072754,27.1384220123291,28.2107601165771
"GBR","CS185","Ashmore reef lagoon South",-10.44533,144.44918,9.03999996185303,2.32999992370605,28.4754543304443,28.3028755187988,28.2820911407471,27.637393951416,26.8963069915771,25.9153232574463,25.1021175384521,24.8368587493896,25.1636447906494,26.1337871551514,27.2239780426025,28.23317527771
"GBR","CS186","Ashmore South bommie",-10.43422,144.45243,9.48999977111816,2.35999989509583,28.4836807250977,28.315788269043,28.2917804718018,27.638053894043,26.9060497283936,25.9238090515137,25.1153144836426,24.8474140167236,25.1553058624268,26.1307048797607,27.2270698547363,28.227388381958
"GBR","CS187","Ashmore South lagoon shore",-10.44136,144.45293,9.48999977111816,2.35999989509583,28.4836807250977,28.315788269043,28.2917804718018,27.638053894043,26.9060497283936,25.9238090515137,25.1153144836426,24.8474140167236,25.1553058624268,26.1307048797607,27.2270698547363,28.227388381958
"GBR","CS188","Ashmore Rf Lagoon Bommie SW",-10.44121,144.43016,9.03999996185303,2.32999992370605,28.4754543304443,28.3028755187988,28.2820911407471,27.637393951416,26.8963069915771,25.9153232574463,25.1021175384521,24.8368587493896,25.1636447906494,26.1337871551514,27.2239780426025,28.23317527771
"GBR","CS189","Ashmore Rf Lagoon SW",-10.44697,144.43347,9.03999996185303,2.32999992370605,28.4754543304443,28.3028755187988,28.2820911407471,27.637393951416,26.8963069915771,25.9153232574463,25.1021175384521,24.8368587493896,25.1636447906494,26.1337871551514,27.2239780426025,28.23317527771
"GBR","CS190","Ashmore Reef lagoon east entrance",-10.29918,144.5215,9.59999942779541,2.5,28.4520816802979,28.3688011169434,28.261812210083,27.6391983032227,26.9108982086182,25.958890914917,25.1369895935059,24.8911933898926,25.1712684631348,26.1632442474365,27.2058277130127,28.1783294677734
"GBR","CS191","Ashmore Rf Lagoon East Bommie",-10.37448,144.53391,9.88999938964844,2.41999983787537,28.4799041748047,28.3433876037598,28.2883396148682,27.6363716125488,26.911714553833,25.9386672973633,25.1287403106689,24.8679714202881,25.1536483764648,26.1396980285645,27.2193565368652,28.2054634094238
"GBR","CS193","Boot Rf Wall",-10.03875,144.69198,11.2299995422363,2.67999982833862,28.4697685241699,28.4497451782227,28.2556476593018,27.7054386138916,26.9882907867432,26.062780380249,25.2410125732422,24.9511394500732,25.2624454498291,26.2655067443848,27.3205413818359,28.2727317810059
"GBR","CS195","Ashmore North East Entrance",-10.21767,144.5954,10.0900001525879,2.57999992370605,28.4529972076416,28.3940963745117,28.2641639709473,27.648307800293,26.9267101287842,25.9735069274902,25.1550960540771,24.9091796875,25.1800746917725,26.1846523284912,27.2217750549316,28.1787242889404
"GBR","CS197","Ashmore NE Bommie",-10.22733,144.58955,10.0900001525879,2.57999992370605,28.4529972076416,28.3940963745117,28.2641639709473,27.648307800293,26.9267101287842,25.9735069274902,25.1550960540771,24.9091796875,25.1800746917725,26.1846523284912,27.2217750549316,28.1787242889404
"GBR","CS198","Ashmore NE Lagoon",-10.23257,144.58684,10.0900001525879,2.57999992370605,28.4529972076416,28.3940963745117,28.2641639709473,27.648307800293,26.9267101287842,25.9735069274902,25.1550960540771,24.9091796875,25.1800746917725,26.1846523284912,27.2217750549316,28.1787242889404
"GBR","CS2","Brodie Cay NW",-19.28441,152.21197,3.04999995231628,1.86000001430511,27.5957145690918,27.8108596801758,27.3276119232178,26.662540435791,25.7577991485596,24.6533870697021,23.8914165496826,23.5295295715332,23.9536800384521,25.0476570129395,26.1225090026855,27.0064125061035
"GBR","CS20","Cato Bommies",-23.24725,155.53484,0,2.21000003814697,26.8480434417725,26.691801071167,26.1478996276855,25.5716190338135,24.5640354156494,23.5076885223389,22.5035762786865,22.193208694458,22.4098892211914,23.3981628417969,24.5886878967285,25.9220333099365
"GBR","CS200","Ashmore Reef NW slope",-10.11558,144.45777,10.7600002288818,2.66999983787537,28.4178371429443,28.3770790100098,28.2265033721924,27.6645641326904,26.9289894104004,26.0066318511963,25.1590347290039,24.91282081604,25.2304859161377,26.2026748657227,27.221643447876,28.1785163879395
"GBR","CS204","Boot Rock NW",-10.10505,144.68513,10.8400001525879,2.65999984741211,28.4751205444336,28.4377670288086,28.278039932251,27.6835384368896,26.9668407440186,26.0170364379883,25.2040748596191,24.9357414245605,25.2205467224121,26.2355442047119,27.2811622619629,28.2360610961914
"GBR","CS207","Boot Reef Longiceps Point",-9.96837,144.69456,11.4200000762939,2.69000005722046,28.4688949584961,28.4570541381836,28.240406036377,27.715461730957,26.9980278015137,26.0820941925049,25.2586574554443,24.9580955505371,25.2779331207275,26.279354095459,27.3400402069092,28.291597366333
"GBR","CS208","Boot Reef Lagoon E",-9.98877,144.6913,11.4200000762939,2.69000005722046,28.4688949584961,28.4570541381836,28.240406036377,27.715461730957,26.9980278015137,26.0820941925049,25.2586574554443,24.9580955505371,25.2779331207275,26.279354095459,27.3400402069092,28.291597366333
"GBR","CS209","Boot Reef Lagoon W",-9.97456,144.694,11.4200000762939,2.69000005722046,28.4688949584961,28.4570541381836,28.240406036377,27.715461730957,26.9980278015137,26.0820941925049,25.2586574554443,24.9580955505371,25.2779331207275,26.279354095459,27.3400402069092,28.291597366333
"GBR","CS21","Cato Lagoon 1",-23.25288,155.55157,0,2.21000003814697,26.8296985626221,26.6728610992432,26.1266193389893,25.5363597869873,24.5503368377686,23.4922027587891,22.4752044677734,22.1586589813232,22.3691692352295,23.3657817840576,24.5469284057617,25.8948040008545
"GBR","CS211","Kate's Garden",-10.14414,144.57626,10.6700000762939,2.67999982833862,28.4401073455811,28.4060039520264,28.2479019165039,27.6708297729492,26.9484367370605,26.0130214691162,25.1818389892578,24.9277400970459,25.222188949585,26.2156791687012,27.2468681335449,28.1952514648438
"GBR","CS212","Ashmore Reef NE bommy",-10.14587,144.57013,10.6700000762939,2.67999982833862,28.4401073455811,28.4060039520264,28.2479019165039,27.6708297729492,26.9484367370605,26.0130214691162,25.1818389892578,24.9277400970459,25.222188949585,26.2156791687012,27.2468681335449,28.1952514648438
"GBR","CS22","Cato Lagoon South",-23.25491,155.55458,0,2.21000003814697,26.8296985626221,26.6728610992432,26.1266193389893,25.5363597869873,24.5503368377686,23.4922027587891,22.4752044677734,22.1586589813232,22.3691692352295,23.3657817840576,24.5469284057617,25.8948040008545
"GBR","CS23","Cato North",-23.24037,155.55701,0,2.19000005722046,26.8329277038574,26.6780204772949,26.1400375366211,25.5549812316895,24.5592060089111,23.5046882629395,22.4903602600098,22.1771087646484,22.3944664001465,23.3796253204346,24.5758743286133,25.9022655487061
"GBR","CS24","Cato Entrance",-23.24474,155.54233,0,2.21000003814697,26.8480434417725,26.691801071167,26.1478996276855,25.5716190338135,24.5640354156494,23.5076885223389,22.5035762786865,22.193208694458,22.4098892211914,23.3981628417969,24.5886878967285,25.9220333099365
"GBR","CS25","Cato Passage",-23.244,155.54893,0,2.21000003814697,26.8480434417725,26.691801071167,26.1478996276855,25.5716190338135,24.5640354156494,23.5076885223389,22.5035762786865,22.193208694458,22.4098892211914,23.3981628417969,24.5886878967285,25.9220333099365
