"","X1","X2","X3","X4","X5","X6","X7","ind.Coral...pval..."
"Goniopora",0,0,0,0.00745412340472656,0.0142935404522925,0.00329323172020819,0.00244740763986935,0.87
"Goniopora.Columnar.or.digitate",0,0,0,0,0.0294715447154472,0,0.00504625735912531,0.41
"Goniopora.Encrusting",0,0,0,0.0366184733884715,0,0,0.00240458405811931,0.12
"Goniopora.Hemispherical",0.0015686388727462,0.002568157066038,0.00321141001736132,0.000512701342744571,0.283139316530689,0.00135906871934731,0.000505004726273525,0.01
"Heliofungia",0,0,0,0,0.0416666666666667,0,0,0.22
"Heliopora",0,0,0,0,0.00300072845270024,0.00783550213569087,0.100978615688679,0.03
"Herpolitha",0,0,0,0,0.064204746723344,0.00246546227417641,0.00183224009674228,0.07
"Hydnophora.Branching",0,0,0.0180682697394431,0,0.0543074698418488,0.0375373231546859,0.000774898499526975,0.18
"Hydnophora.Encrusting",0.000890074270763269,0.00327874297699531,0.0382664634025879,0.00654561182822513,0.0100411503670481,0.000578370261141972,0.00709208480145849,0.4
"Isopora.Branching",0,0.000850919435290295,0,0.000679502889928511,0.0504901024299202,0.321586433505889,0.00464049571702189,0.01
"Isopora.Columnar.or.digitate",0.00433907340765952,0.517115714796712,0.000438316134634793,0.051088906368111,0.00418652785817149,0.0219032954359926,0.0598329233417188,0.01
"Isopora.Encrusting",0.00031650227528868,0.121252667586104,0,0.0065171672674427,0,0.000781520078233821,0,0.02
"Isopora.Submassive",0.000386824147597759,0.111144840286303,0,0.00758588595470118,0,0,0.000373600373229821,0.02
"Leptastrea.Encrusting",0.0508010767884561,0,0,0.00233860056754157,0,0.00604418332482822,0.0806222813077334,0.07
"Leptastrea.Submassive",0.0265802612134736,0,0.0099949001214354,0.00877626736179758,0.00305978134504591,0.0380685755825231,0.0435369411264653,0.53
"Leptoria",0.0156939172929106,0.0246260980495488,0.0433957060009109,0.00899323381056241,0,0.0111249899530181,0.032217704658404,0.64
"Leptoseris.Encrusting",0.0046607603582816,0.0515061578369283,0,0,0,0,0.0281339372845885,0.09
"Lobophyllia.Hemispherical",0.00347115553423149,0.0298354082823231,0.0379005564569397,0.0212724164982611,0.0130529911235163,0,0.0407265739692115,0.56
"Lobophyllia.Submassive",0,0,0,0,0,0,0.0344827586206897,0.42
"Merulina.Submassive",0.00102598775229624,0,0.0661645731109834,0.0106889206131316,0.104169818975328,0.0124448210402525,0.0203137340213481,0.09
"Millepora.Branching",0.0103002069269795,0.0337267546543275,0.000702906370631306,0.0698394596331088,0.0580996046974939,0.000148734988025584,0.00762686844066983,0.19
"Millepora.Submassive",0.0148582682497039,0.159260709096316,0.000171534152761232,0.0247290281666077,0.0239456912417103,0.152358720337824,0.131256975059698,0.07
"Montipora.Branching",0,0,0,0.00432744320230797,0.0331920903954802,0,0,0.37
"Montipora.Encrusting",0.0133405621967556,0.0168581145147573,0.128768452635346,0.0476868632143548,0.0116729919221612,0.223686008955392,0.291308386636294,0.01
"Montipora.Foliose.plate",0.00639839792383152,0,0.228465656376124,0.00574703619945569,0.00220402829246487,0.000126952029645976,0.00917986956343155,0.01
"Montipora.Submassive",0.0878928937032702,0.000259305398592387,0.203775809227283,0.0191486765596387,0.000794122783189185,0.0221571691877861,0.0110954344251917,0.11
"Mycedium.Foliose.Plate",0,0,0.0192490598797874,0,0.00441959751580188,0.00814620214112603,0.000756744402230049,0.71
"Oulophyllia.Hemispherical",0.0144866503205596,0,0,0.00532674591347876,0,0.00470671268914983,0.0017489271288458,0.84
"Oxypora.Encrusting.plate",0,0,0,0,0.104930528753377,0.000895407178695484,0.0039926003806279,0.01
"Pachyseris",0,0,0,0,0,0,0.0172413793103448,1
"Pachyseris.Encrusting",0,0,0,0.0212765957446809,0,0,0,0.4
"Pachyseris.Foliose",0,0,0,0.0405708880496268,0.0145413245881402,0.0131779299947562,0.00871442044283312,0.27
"Pachyseris.Submassive",0,0,0,0.00187463549652048,0,0.0221961341913217,0.0123099578234654,0.58
"Pavona.Branching",0,0,0,0,0.0416666666666667,0,0,0.26
"Pavona.Encrusting.plate",0.00139101458301316,0,0,0,0,0.0137389953958377,0.0040303861892477,0.73
"Pavona.Submassive",0.0189096589192226,0.0183032680980249,0.0049045146557562,0.00985716744808298,0.00560537585502012,0.260648055415285,0.182047220838182,0.01
"Pectinia.Branching",0,0,0,0,0,0.04,0,0.14
"Pectinia.Encrusting",0,0,0.00304525156693609,0.00437556743931877,0.0335612099772749,0.0206200074100377,0.00574650919943826,0.41
"Phymastrea.Submassive",0,0,0.00272623569398069,0.00587578458082483,0,0.0805601011829877,0.019291926484902,0.04
"Physogyra",0,0,0,0,0,0.00495726495726496,0.0755231358679635,0.03
"Platygyra.Hemispherical",0,0,0.229424241833518,0.00824120126278391,0,0.00273072203842345,0.00135291420849358,0.01
"Platygyra.Submassive",0.00868679935859151,0.0143996995490121,0.0497955583648259,0.011179486069061,0.0428741054280483,0.00553178857874851,0.0161504359091625,0.42
"Pocillopora.Branching",0.0924177903613121,0.0324593698593485,0.0195124378360545,0.112000254868692,0.00101435530810464,0.0840632760617407,0.168495392458944,0.04
"Podabacia",0,0,0.00325520102550057,0,0.0717500559370751,0.000688800536995921,0.000511891005496374,0.07
"Porites.Branching",0.000267447803070483,0.000985190376616778,0.00191637220706742,0.00784758322675924,0.383680339693453,0.0361478171465215,0.0242290059934925,0.01
"Porites.Encrusting",0.0767236110037153,0.435579390291805,0.000778392409057864,0.00363490579250176,0.00125103606368979,0.00230590967259302,0.0394796125502697,0.01
"Porites.Foliose.plate",0,0,0,0,0,0.02,0,0.56
"Porites.Massive",0.00807948228543333,0,0.00437844511487371,0.151583804197285,0.0608920960742631,0.279330473168513,0.179360713386627,0.01
"Porites.Submassive",0.0112889096570633,0.00912833934191108,0.0645144088801568,0.00894982224839792,0.00970678445645926,0.038556279712364,0.224029907521437,0.02
"Psammocora.Branching",0,0,0,0.00591040137230009,0.0113333998536553,0,0.00776223343127877,0.93
"Psammocora.Encrusting",0,0,0,0,0,0.04,0,0.1
"Psammocora.Submassive",0,0,0,0.00199000605236324,0,0.0422008643488357,0.0261350973226539,0.28
"Sandalolitha",0,0,0,0,0,0.02,0,0.56
"Seriatopora",0.00046484783112546,0.0637678254737906,0.0128474625991868,0.00765742632741428,0.27688661060988,0.0162507268917944,0.00860500492382884,0.01
"Stony.corals",0,0,0,0,0,0,0.0172413793103448,1
"Stylocoeniella",0.0454565047866483,0,0,0,0,0.00492293946839401,0.0018292729891476,0.1
"Stylophora",0.0288735064300549,0.125975749107842,0.0071096360326573,0.100452173026377,0.0174120252836838,0.0167633029702575,0.0790914703084649,0.06
"Symphyllia.Hemispherical",0.00668431607537355,0.0218869669225383,0.00912301740343988,0.0174778676556621,0,0.00579129144770364,0.00286924863639697,0.75
"Symphyllia.Submassive",0,0.030139757369425,0,0.0120340724308886,0,0.0159499595998997,0.00790227883467088,0.49
"Tubastrea",0.00709089797664894,0,0,0,0,0,0.0205454763907245,0.61
"Tubipora",0,0,0.0291925465838509,0.00699088145896657,0,0,0,0.45
"Turbinaria.Encrusting",0.0222965306197219,0,0.0205410476323657,0,0,0.00144882855966953,0.00236877439898407,0.47
"Turbinaria.Foliose.plates",0.0321868031966814,0.00494023637500084,0.0123552603480645,0.000493129072289581,0,0,0.023476769842407,0.57
