"site_code","site_name","latitude","longitude","SiteLong_rd","SiteLat_rd","Mean_SST_cl","SD_SST_cl","npp_mean","npp_min","npp_max","npp_sd","npp_interann_sd","npp_flag","wave_mean","wave_sd","wave_interann_sd","land_area_20km","reef_area_20km","pop2015_20km","depth","MMM","maxDHW","maxSSTA","Year_Pre","Year_Post","interval"
"CS51","Saumarez stripe seasnake",-21.91631,153.58669,153.6,-21.9,25.48824565,1.621326193,659.4763874,446.5404426,940.2252853,130.637428,25.11292378,1,19.29334305,6.067741563,2.151188728,0,52.25,0,5.5,27.64962959,0,0,2013,2017,4
"CS52","Kenn Reef anchorage bommie",-21.25707,155.7542,155.8,-21.3,25.03076506,1.582243496,549.2376035,369.686888,847.8947321,136.5718936,20.44153207,1,21.97354918,6.351308255,2.31549076,0,72,0,12,27.15368271,0,0,2013,2017,4
"CS54","Kenn Reef bommie",-21.25066,155.75829,155.8,-21.3,25.03076506,1.582243496,555.981015366667,331.374926,869.358394966667,147.9190654,23.62570209,1,21.95886838,6.34661030766667,2.315455604,0,72,0,10,27.15368271,0,0,2013,2017,4
"CS55","Kenn Labyrinth",-21.2535,155.76086,155.8,-21.3,25.03076506,1.582243496,559.3527213,312.218945,880.0902264,153.5926513,25.2177871,1,21.95152798,6.344261334,2.315438026,0,72,0,4.5,27.15368271,0,0,2013,2017,4
"CS56","Kenn Reef rubble",-21.248,155.76361,155.8,-21.2,25.03943125,1.581462563,559.3527213,312.218945,880.0902264,153.5926513,25.2177871,1,21.95152798,6.344261334,2.315438026,0,97.75,0,13.5,27.15874863,0,0,2013,2017,4
"CS57","Kenn Cave",-21.24541,155.76497,155.8,-21.2,25.03943125,1.581462563,559.3527213,312.218945,880.0902264,153.5926513,25.2177871,1,21.95152798,6.344261334,2.315438026,0,97.75,0,7.5,27.15874863,0,0,2013,2017,4
"CS58","Kenn Reef North Cay bommie",-21.19993,155.76575,155.8,-21.2,25.05050675,1.580581868,562.3554008,316.587944,881.5443034,154.5310003,27.44752679,1,21.92950678,6.337214413,2.315385292,0,97.75,0,10,27.16570854,0,0,2013,2017,4
"CS6","Paget Cay South",-19.25796,152.34184,152.3,-19.3,25.76926502,1.536686461,543.9433643,336.3803977,785.1695535,129.4340436,27.22138779,1,17.6391433,5.251421298,2.085823744,0,58.5,0,4.25,27.80845642,0,0,2012,2016.3,4.3
"CS60","Kenn Reef North Cay",-21.20282,155.77281,155.8,-21.2,25.03943125,1.581462563,562.3554008,316.587944,881.5443034,154.5310003,27.44752679,1,21.92950678,6.337214413,2.315385292,0,97.75,0,7.5,27.15874863,0,0,2013,2017,4
"CS61","Kenn Reef Pipeline",-21.20865,155.76982,155.8,-21.2,25.03943125,1.581462563,562.3554008,316.587944,881.5443034,154.5310003,27.44752679,1,21.92950678,6.337214413,2.315385292,0,97.75,0,8,27.15874863,0,0,2013,2017,4
"CS63","Frederick Passage",-21.0003,154.3944,154.4,-21,25.36478917,1.546801539,512.7824444,287.5369212,823.3739047,137.3078862,25.076317,2,20.53762075,6.164705018,2.208346104,0.598981356,29.5,0,5.5,27.45256805,0,0,2013,2017,4
"CS64","Fredrick Central Bommie",-20.99787,154.39374,154.4,-21,25.36887153,1.545633988,512.7824444,287.5369212,823.3739047,137.3078862,25.076317,2,20.53762075,6.164705018,2.208346104,0.598981356,29.5,0,7,27.46206856,0,0,2013,2017,4
"CS65","Fredrick central reef",-21.0065,154.39197,154.4,-21,25.36478917,1.546801539,506.6214119,316.1907298,840.5754249,140.0237396,20.04869422,1,20.58563973,6.183886427,2.211268702,0.598981356,29.5,0,4.75,27.45256805,0,0,2013,2017,4
"CS7","Weather Station Inner Reef",-19.1254,152.38809,152.4,-19.1,25.78950675,1.523375113,544.8909978,391.5698946,754.2460645,101.6853304,27.5260701,1,17.83585007,5.219218523,2.084442024,0,61.5,0,4.55,27.83438492,0,0,2012,2016.3,4.3
"CS72","Fredrick Observatory Cay",-21.02036,154.37269,154.4,-21,25.36478917,1.546801539,506.6214119,316.1907298,840.5754249,140.0237396,20.04869422,1,20.58563973,6.183886427,2.211268702,0.598981356,29.5,0,2,27.45256805,0,0,2013,2017,4
"CS73","North Fredrick Bommie",-20.93697,154.39572,154.4,-20.9,25.37470881,1.544985853,502.9934443,237.0614685,808.7224538,136.8603613,27.5608559,1,20.53066513,6.157276731,2.210208849,0.598981356,29.5,0,9.5,27.47108841,0,0,2013,2017,4
"CS74","Frederick Lighthouse",-20.93624,154.39723,154.4,-20.9,25.37470881,1.544985853,502.9934443,237.0614685,808.7224538,136.8603613,27.5608559,1,20.53066513,6.157276731,2.210208849,0.598981356,29.5,0,4.5,27.47108841,0,0,2013,2017,4
"CS8","Carola Cay",-19.09532,152.38714,152.4,-19.1,25.80238469,1.517524818,544.8909978,391.5698946,754.2460645,101.6853304,27.5260701,1,17.83585007,5.219218523,2.084442024,0,61.5,0,4.75,27.84456444,0,0,2012,2016.3,4.3
"CS9","NE Herald Cay NE",-16.92194,149.20002,149.2,-16.9,26.425856432,1.46163111,503.7209253,359.6265622,733.3130219,97.49255487,32.09469917,1,14.06394452,4.186165418,1.780958511,0,26.75,0,7.5,28.340346144,0,0,2012,2017,5
"GBR146","Alcyonaria Point",-20.06494,148.92328,148.9,-20.1,25.2347037,2.3651324,1413.434998,912.930976,1964.6373,267.2115931,113.0245736,1,0.075603509,0.067233925,0.019288499,125.265802,93.75,481,6.25,28.17804337,0,0,2010,2016,6
"GBR148","Blue Pearl Bay",-20.04033,148.88061,148.9,-20,25.28425392,2.355808973,1369.205283,953.2286321,1863.658591,275.8206406,94.22206008,1,2.473167693,0.515869816,0.221197866,65.06370366,52.5,415,5,28.20998955,0,0,2010,2016,6
"GBR16","Tryon Island south",-23.24659,151.77309,151.8,-23.2,24.13349517,2.238593271,1483.391256,1195.818748,1813.997839,160.7532716,91.78767195,1,6.548396417,2.217205118,0.791960691,1.571737744,222,0,6.5,27.21570778,0,0,2015,2017,2
"GBR160","Chicken Reef East",-18.66173,147.7231,147.7,-18.7,25.95919832,1.872189048,937.3261851,756.324102766667,1159.58234533333,91.8262492966667,66.0807781966667,1,8.77473748033333,2.387222578,0.989706205333333,0,308.5,0,6,28.36659813,0,0,2012,2016,4
"GBR161","Chicken Reef",-18.66084,147.70284,147.7,-18.7,25.95919832,1.872189048,937.0340817,778.6185465,1163.441906,90.46000545,65.78248483,1,8.697324289,2.367662146,0.981011122,0,308.5,0,6.5,28.36659813,0,0,2012,2016,4
"GBR17","Tryon Island south west",-23.24371,151.77568,151.8,-23.2,24.13349517,2.238593271,1483.391256,1195.818748,1813.997839,160.7532716,91.78767195,1,6.548396417,2.217205118,0.791960691,1.571737744,222,0,11,27.21570778,0,0,2015,2017,2
"GBR2","Lady Musgrave Lagoon N",-23.89878,152.41618,152.4,-23.9,24.22214492,2.086426047,1061.691024,815.650457,1388.248085,164.6085917,68.95200434,1,9.064255266,3.247001283,1.207305092,0.782538478,67.75,0,3.5,27.11719322,0,0,2015,2017,2
"GBR213","Hastings Reef",-16.52825,145.99349,146,-16.5,26.21037992,1.901527361,1146.820481,846.3830109,1961.781786,244.0072893,112.8810727,1,7.287946508,2.474228604,0.813097649,0.204913573,198,0,6,28.6825695,0,0,2010,2017,7
"GBR217","Agincourt Reef - The Gap",-15.9758,145.8291,145.8,-16,26.30518468,1.786393677,725.7276096,514.5587082,1122.831062,141.7590174,74.02228214,2,10.01210217,3.680892626,1.188493459,0,229,0,5.7,28.67864609,0,0,2010,2017,7
"GBR218","Agincourt Reef - The Point",-15.96846,145.81968,145.8,-16,26.30518468,1.786393677,725.7276096,514.5587082,1122.831062,141.7590174,74.02228214,2,10.01210217,3.680892626,1.188493459,0,229,0,4.6,28.67864609,0,0,2010,2017,7
"GBR223","Blue Lagoon Channel",-14.68717,145.46565,145.5,-14.7,26.27208328,1.813280697,645.2723484,432.8566681,1041.70815,116.3491606,56.53800158,1,6.122168777,2.385592704,0.661106744,12.20329613,187.5,0,8,28.5663147,0,0,2010,2017,7
"GBR224","Horseshoe Reef",-14.68708,145.44327,145.4,-14.7,26.24372784,1.859604363,670.4153853,474.4429184,1024.545812,106.5770055,58.88730144,2,3.739888869,1.382689119,0.380610977,13.03075405,94.5,0,3,28.583601,0,0,2010,2017,7
"GBR228","Watsons Bay north",-14.65706,145.45076,145.5,-14.7,26.27208328,1.813280697,661.1197517,471.1867538,893.8597626,93.50102023,57.86644146,1,5.481833163,2.169664643,0.599099561,12.20329613,187.5,0,3.375,28.5663147,0,0,2011.1,NA,NA
"GBR231","Cobia Hole",-14.65101,145.44851,145.4,-14.7,26.24372784,1.859604363,661.1197517,471.1867538,893.8597626,93.50102023,57.86644146,1,5.481833163,2.169664643,0.599099561,13.03075405,94.5,0,15.5,28.583601,0,0,2015,2017,2
"GBR232","Mermaid Cove north",-14.6461,145.45386,145.5,-14.6,26.29618645,1.784165584,661.1197517,471.1867538,893.8597626,93.50102023,57.86644146,1,5.481833163,2.169664643,0.599099561,11.37653057,169,0,5.5,28.56564522,0,0,2010,2017,7
"GBR234","Mermaid dropoff north",-14.64524,145.45471,145.5,-14.6,26.29618645,1.784165584,670.4153853,474.4429184,1024.545812,106.5770055,58.88730144,1,7.687052472,3.091548039,0.857789098,11.37653057,169,0,7,28.56564522,0,0,2010,2017,7
"GBR237","Eel Reef North",-12.40092,143.37201,143.4,-12.4,26.67141199,1.804604107,854.4770991,627.8626489,1296.682856,138.2364692,65.89515527,2,0.153392469,0.040103084,0.007730925,75.99542792,575.25,0,2.5,28.85019493,0,0,2013,NA,NA
"GBR24","Hook Reef Passage",-19.81261,149.13292,149.1,-19.8,25.44409704,2.163958175,1371.962219,950.4266534,2014.781647,270.9911585,66.4639479,1,5.890755444,1.526727446,0.624940703,0,216.25,0,5,28.15760612,0,0,2015,2016,1
"GBR243","Masthead Site 3",-23.53652,151.75731,151.8,-23.5,23.90876214,2.417687389,1383.370092,1021.29452,1811.582319,197.7714786,116.9786178,2,5.627761348,1.95431213,0.687166065,0.588402604,194.25,0,9.05,27.14776611,0,0,2015,2017,2
"GBR248","Erskyne Island Site 1",-23.49835,151.7747,151.8,-23.5,23.9530522,2.375504193,1383.370092,1021.29452,1811.582319,197.7714786,116.9786178,2,5.755215074,1.998546082,0.695927589,0.588402604,194.25,0,5.05,27.15234947,0,0,2015,2017,2
"GBR25","Hook Reef1",-19.81349,149.13617,149.1,-19.8,25.44409704,2.163958175,1371.962219,950.4266534,2014.781647,270.9911585,66.4639479,1,5.890755444,1.526727446,0.624940703,0,216.25,0,4.5,28.15760612,0,0,2015,2016.5,1.5
"GBR250","Broomfield Reef Site 2",-23.25245,151.94545,151.9,-23.3,24.14808655,2.173217798,1423.802515,1110.537947,1797.95742,141.9435558,92.53804574,1,9.34648758,3.261714864,1.219379205,1.375024293,284.25,0,8.25,27.13696861,0,0,2015,2017,2
"GBR253","Monkey Point",-23.1957,150.93748,150.9,-23.2,23.76151212,2.943617305,1382.8146,909.2446476,1864.969075,259.1773963,121.6991388,2,0.175284076,0.05253697,0.017300493,220.3499248,46.25,22775,4,27.48526382,0,0,2010,2017,7
"GBR255","Clam Bay",-23.18769,150.9803,151,-23.2,23.76867263,2.910898252,1382.8146,909.2446476,1864.969075,259.1773963,121.6991388,2,0.25105014,0.1098896,0.036644621,33.62215242,45,2974,3.25,27.47215271,0,0,2010,2017,7
"GBR257","North Island Site 3",-23.1778,151.91543,151.9,-23.2,24.1963204266667,2.15830863433333,1451.99655733333,1103.087378,1788.36199433333,152.703566466667,89.3444875333333,1,9.544317686,3.33310785,1.23297594666667,0.393002956,179.25,0,6.25,27.1761385566667,0,0,2015,2017,2
"GBR265","Swains SE",-22.37484,152.5451,152.5,-22.4,24.79526997,2.107134633,1088.353822,707.7461563,1629.115523,274.4944718,81.84006816,1,12.50381595,4.535609157,1.651203575,0,101,0,8.5,27.56196404,0,0,2013,NA,NA
"GBR3","Lady Musgrave West central",-23.89929,152.39361,152.4,-23.9,24.16806157,2.117604359,1168.046046,929.56476,1546.962277,151.0537083,89.88830306,1,8.270347534,2.94029222,1.086394459,0.782538478,67.75,0,6,27.09435844,0,0,2015,2017,2
"GBR39","Cod Hole",-14.66452,145.6632,145.7,-14.7,26.42423932,1.646465214,621.1385801,432.5736686,1102.6645,121.1802942,59.69186236,1,14.9586139,6.20507865,1.81607126,0,211.75,0,7,28.55389786,0,0,2015,2017,2
"GBR41","Tydeman Cay anchorage",-13.97733,144.50067,144.5,-14,26.38615449,1.73413239,983.4951826,687.6035708,1633.538531,227.2777664,72.06089437,1,7.279167424,3.516434896,0.836421623,10.36650002,115.75,0,3.5,28.55250359,0,0,2015,2016,1
"GBR45","Forbes Island west boulders",-12.28595,143.40371,143.4,-12.3,26.68538857,1.781573286,963.9761394,692.3484361,1512.124595,173.0631115,91.4182336,2,0.149638897,0.039039799,0.010634866,7.726680653,656.75,0,8,28.87915802,0,0,2015,2016,1
"GBR46","Forbes Island NE",-12.28241,143.41092,143.4,-12.3,26.68538857,1.781573286,963.9761394,692.3484361,1512.124595,173.0631115,91.4182336,2,0.149638897,0.039039799,0.010634866,7.726680653,656.75,0,6,28.87915802,0,0,2015,2016,1
"GBR47","Forbes Island bommie",-12.28121,143.40709,143.4,-12.3,26.68538857,1.781573286,963.9761394,692.3484361,1512.124595,173.0631115,91.4182336,2,0.149638897,0.039039799,0.010634866,7.726680653,656.75,0,3,28.87915802,0,0,2015,2016,1
"GBR48","Forbes Island Bommie West",-12.28091,143.40302,143.4,-12.3,26.68538857,1.781573286,963.9761394,692.3484361,1512.124595,173.0631115,91.4182336,2,0.149638897,0.039039799,0.010634866,7.726680653,656.75,0,6.75,28.87915802,0,0,2015,2016,1
"GBR49","Forbes Island Isthmus Rf",-12.29055,143.40232,143.4,-12.3,26.68538857,1.781573286,963.9761394,692.3484361,1512.124595,173.0631115,91.4182336,2,0.149638897,0.039039799,0.010634866,7.726680653,656.75,0,4,28.87915802,0,0,2015,2016,1
"GBR53","Salamander Reef",-11.76571,143.65005,143.7,-11.8,26.71697537,1.619046425,1392.061777,959.2843933,2083.891164,247.6200613,123.2163842,1,0.947330082,0.400768055,0.077537033,0,589.5,0,5.5,28.71626091,0,0,2015,2016,1
"GBR54","Two Hour Reef",-12.16237,143.64859,143.6,-12.2,26.6426096,1.654439331,1080.894717,798.1489529,1751.180495,202.8869318,99.31082935,2,2.04943663,0.861649904,0.164976223,0,942.5,0,7,28.69185257,0,0,2015,2016,1
"GBR55","Lagoon Reef Inner NW",-12.38375,143.76197,143.8,-12.4,26.56212425,1.560544339,854.4770991,627.8626489,1296.682856,138.2364692,65.89515527,1,13.41873034,7.326383036,1.602979606,0,448.75,0,4.5,28.44525337,0,0,2015,2016,1
"GBR56","Lagoon Reef Outer NW",-12.38175,143.75672,143.8,-12.4,26.56212425,1.560544339,854.4770991,627.8626489,1296.682856,138.2364692,65.89515527,1,13.41873034,7.326383036,1.602979606,0,448.75,0,4.5,28.44525337,0,0,2015,2016,1
"GBR57","Lagoon Reef Inner E",-12.38391,143.772,143.8,-12.4,26.56212425,1.560544339,854.4770991,627.8626489,1296.682856,138.2364692,65.89515527,1,13.41873034,7.326383036,1.602979606,0,448.75,0,8,28.44525337,0,0,2015,2016,1
"GBR58","Burke Reef",-12.62531,143.58327,143.6,-12.6,26.58988333,1.727382966,1038.27108,660.0503225,1612.503663,188.1324471,94.14607299,1,1.726857855,0.712363344,0.130896382,5.424625129,520,0,4.5,28.62792397,0,0,2015,2016,1
"GBR59","Shark Reef",-12.87385,143.8151,143.8,-12.9,26.5309329,1.610975137,799.1032001,584.7033139,1118.041114,129.0465694,56.77538719,1,12.74590554,6.900619929,1.567083706,0,324.25,0,5.05,28.49404716,0,0,2015,2016,1
"GBR60","Shark Reef Gardens",-12.87695,143.82034,143.8,-12.9,26.5309329,1.610975137,799.1032001,584.7033139,1118.041114,129.0465694,56.77538719,1,12.74590554,6.900619929,1.567083706,0,324.25,0,2.9,28.49404716,0,0,2015,2016,1
"GBR62","Crocodile Bommie",-13.8185,144.28213,144.3,-13.8,26.37396208,1.69500574,1125.213332,792.3369637,1734.570518,219.3020591,87.46185331,1,6.95891912,3.596398081,0.798181632,0,179.25,0,6,28.47331047,0,0,2015,2016,1
"GBR63","Surprise Reef",-13.99527,144.68397,144.7,-14,26.40330505,1.696710194,835.5578255,623.4988427,1286.021001,150.6397696,72.46408686,1,9.079609766,4.375225595,1.072073799,0,209,0,4.5,28.54436874,0,0,2015,2017,2
"GBR64","Surprise Reef Paradise",-13.98947,144.67643,144.7,-14,26.40330505,1.696710194,835.5578255,623.4988427,1286.021001,150.6397696,72.46408686,1,9.079609766,4.375225595,1.072073799,0,209,0,5.25,28.54436874,0,0,2015,2017,2
"GBR65","Surprise Reef Rubble",-14.0108,144.71335,144.7,-14,26.37069448,1.734666723,882.5678351,639.835781,1456.170171,179.5823719,77.75383526,1,8.961404374,4.352226014,1.072205407,0,209,0,5.5,28.55352211,0,0,2015,NA,NA
"GBR67","Day Reef Inner",-14.51742,145.5309,145.5,-14.5,26.38678122,1.683552475,626.1143986,445.5637538,849.9077633,91.02726456,53.16253735,1,12.03014606,5.048202534,1.382962126,7.860443406,156,0,5.5,28.57003403,0,0,2015,2017,2
"GBR70","Low Isles 1",-16.3835,145.571,145.6,-16.4,26.09323486,2.14414049,1141.885656,831.6524545,1887.853474,235.7670772,126.6577894,2,3.324721517,1.164723768,0.361603144,20.30356618,238,3757,4.5,28.8501606,0,0,2015,NA,NA
"NMP-BF1","Bundegi",-21.83921,114.17564,114.2,-21.8,24.91309786,2.051094123,1639.413242,1213.355771,2194.268042,227.3590762,217.108391,2,0.549803418,0.181251605,0.071595797,189.1608969,42.5,2419,2,27.95412445,0,0,2012,2017,5
"NMP-BF3","Bundegi SZ South",-21.86648,114.15926,114.2,-21.9,24.83429273,2.1197862,1639.413242,1213.355771,2194.268042,227.3590762,217.108391,2,0.549803418,0.181251605,0.071595797,308.156455,25,2475,4.63333333333333,28.00344849,0,0,2012,NA,NA
"NMP-C1","Monck Head",-23.17701,113.75987,113.8,-23.2,24.07359584,1.840379556,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558,687.84036,40.75,288,2,26.69993591,0,0,2012,2017,5
"NMP-C3","Coral Bay Central",-23.14152,113.75364,113.8,-23.1,24.11945502,1.847096814,1724.519245,1199.581372,2198.89237,193.665246,280.8758984,2,17.96217474,5.52659537,1.913034493,647.5848743,43.75,288,3.8,26.75812721,0,0,2012,2019,7
"NMP-C4","Yalobia Passage",-23.19995,113.76354,113.8,-23.2,24.07359584,1.840379556,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558,687.84036,40.75,288,3.66666666666667,26.69993591,0,0,2012,2017,5
"NMP-P2","Pelican Nth",-23.31925,113.7807,113.8,-23.3,23.94850858,1.823494628,1711.116547,1212.200864,2576.997496,231.2366093,316.7644493,1,16.02867827,4.674424585,1.637895608,719.7776826,38,288,2.25,26.53309059,0,0,2012,NA,NA
"NMP-S2","Bruboodjoo",-22.92875,113.77937,113.8,-22.9,24.27280601,1.865365132,1724.09317,1352.451004,2370.679106,194.7908017,294.114515,1,16.79975145,4.833620731,1.711435191,639.4215999,32.75,10,2.5,26.9465313,0,0,2012,2017,5
"NMP-S3","Coral Bay DEC1",-23.12872,113.75232,113.8,-23.1,24.11945502,1.847096814,1876.691976,1430.183333,2519.914164,241.520576,301.8657144,2,14.40990746,4.738977451,1.558434388,647.5848743,43.75,288,4.85,26.75812721,0,0,2012,2018.1,6.1
"NMP1","Point Maud Outer",-23.11234,113.75042,113.8,-23.1,24.11945502,1.847096814,1876.691976,1430.183333,2519.914164,241.520576,301.8657144,2,14.40990746,4.738977451,1.558434388,647.5848743,43.75,288,2.15,26.75812721,0,0,2012,2017.9,5.9
"NMP11","Maud RZ2",-23.20838,113.76328,113.8,-23.2,24.02985859,1.833654975,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558,687.84036,40.75,288,4.45,26.64089584,0,0,2012,2018,6
"NMP19","Maud SZ Nth",-23.09197,113.73966,113.7,-23.1,24.16486963,1.85286907,1876.691976,1430.183333,2519.914164,241.520576,301.8657144,1,20.81206667,6.493122382,2.225789778,260.6213588,40.5,286,1.55,26.82248688,0,0,2012,2018.7,6.7
"NMP2","Point Maud Inner",-23.12142,113.75562,113.8,-23.1,24.11945502,1.847096814,1876.691976,1430.183333,2519.914164,241.520576,301.8657144,2,14.40990746,4.738977451,1.558434388,647.5848743,43.75,288,2.65,26.75812721,0,0,2012,2017,5
"NMP20","Oyster rocks buoy",-23.04473,113.81843,113.8,-23,24.1922423,1.857031189,1826.624448,1423.048644,2526.089445,245.5188361,321.8151372,2,9.779514764,3.27056791,1.044118287,623.6872487,40.5,290,9.5,26.83897018,0,0,2012,2018.2,6.2
"NMP21","Coral Bay (Sanctuary zone)",-23.14221,113.76709,113.8,-23.1,24.11945502,1.847096814,1724.519245,1199.581372,2198.89237,193.665246,280.8758984,2,17.96217474,5.52659537,1.913034493,647.5848743,43.75,288,2.2,26.75812721,0,0,2015,2019,4
"NMP24","Yalobia Bommie",-23.20194,113.76248,113.8,-23.2,24.02985859,1.833654975,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558,687.84036,40.75,288,5.5,26.64089584,0,0,2012,2019,7
"NMP26","Outside Yalobia South",-23.2175,113.75466,113.8,-23.2,24.02985859,1.833654975,1662.723521,1066.82183,2355.096157,214.7871659,297.2614744,1,17.62422607,5.035144488,1.791898753,687.84036,40.75,288,13.5,26.64089584,0,0,2012,NA,NA
"NMP27","Coral Bay Offshore",-23.13496,113.7404,113.7,-23.1,24.1245664,1.847199419,1724.519245,1199.581372,2198.89237,193.665246,280.8758984,1,19.41615127,5.882270419,2.048886153,260.6213588,40.5,286,12.5,26.7696209,0,0,2012,2017,5
"NMP6","Monck Head Outer",-23.16108,113.75875,113.8,-23.2,24.07359584,1.840379556,1724.519245,1199.581372,2198.89237,193.665246,280.8758984,2,17.96217474,5.52659537,1.913034493,687.84036,40.75,288,2.5,26.69993591,0,0,2012,2018.2,6.2
"NMP9","Bills Bay 1",-23.12627,113.76158,113.8,-23.1,24.11945502,1.847096814,1876.691976,1430.183333,2519.914164,241.520576,301.8657144,2,14.40990746,4.738977451,1.558434388,647.5848743,43.75,288,3.1,26.75812721,0,0,2012,2017,5
"NWS1","Vulcan Shoal",-12.8034,124.2757,124.3,-12.8,28.48369884,1.17134283,825.8374125,469.358334,1474.143669,313.4967853,99.69079923,1,10.12885448,4.19133431,1.133407934,0,15,0,16.5,29.48967171,0,0,2013,NA,NA
"NWS10","Rogaa Bommie",-11.97452,123.32136,123.3,-12,28.40088781,1.114160786,1737.319492,749.5750122,2604.242833,386.6340021,158.8618354,0,13.95294191,5.866758529,1.42177353,0,77.25,0,11.5,29.41734123,0,0,2013,2019,6
"NWS100","Clerke east reef top C28",-17.29965,119.37575,119.4,-17.3,27.69127162,1.629373344,723.8672212,502.4603922,1224.85097,209.4464348,58.46504853,1,8.911812465,2.960841865,1.059117527,0.408376679,64,0,1.75,29.67437172,0,0,2013,2018,5
"NWS101","Clerke Reef - BnB",-17.35516,119.38393,119.4,-17.4,27.66717466,1.644299541,728.9065276,503.1177272,1243.777271,210.837449,58.46168422,1,8.717504138,2.898027243,1.03818331,0.408376679,64,0,6.25,29.68076134,0,0,2013,2018,5
"NWS102","Clerke SE reef top C27",-17.3139,119.37816,119.4,-17.3,27.67829307,1.636776196,723.8672212,502.4603922,1224.85097,209.4464348,58.46504853,1,8.911812465,2.960841865,1.059117527,0.408376679,64,0,1,29.67575073,0,0,2013,NA,NA
"NWS11","Hibernia Lagoon SW",-11.98059,123.33523,123.3,-12,28.40088781,1.114160786,1141.741996,628.4476708,1756.922081,272.48673,97.98739987,1,13.67891054,5.783206694,1.401453677,0,77.25,0,2.75,29.41734123,0,0,2013,2019,6
"NWS12","Hibernia Lagoon NW",-11.97626,123.33757,123.3,-12,28.40088781,1.114160786,1141.741996,628.4476708,1756.922081,272.48673,97.98739987,1,13.67891054,5.783206694,1.401453677,0,77.25,0,5.5,29.41734123,0,0,2013,2019,6
"NWS13","Golden Sleeper Corner",-11.9834,123.3271,123.3,-12,28.40088781,1.114160786,1141.741996,628.4476708,1756.922081,272.48673,97.98739987,1,13.67891054,5.783206694,1.401453677,0,77.25,0,7.7,29.41734123,0,0,2013,2019,6
"NWS14","Surge Crest East",-12.217,123.00392,123,-12.2,28.39436054,1.138449574,1002.576945,734.5563558,1379.798741,172.8525319,68.84402209,2,14.84333247,5.983479727,1.537292248,2.298197619,110.5,0,4,29.44476509,0,0,2013,2019,6
"NWS15","Surge Crest West",-12.2159,123.00575,123,-12.2,28.39436054,1.138449574,1002.576945,734.5563558,1379.798741,172.8525319,68.84402209,2,14.84333247,5.983479727,1.537292248,2.298197619,110.5,0,2.75,29.44476509,0,0,2013,2018,5
"NWS16","Guardian Reef",-12.23963,122.98389,123,-12.2,28.40063477,1.139673876,988.45822,705.4917908,1339.863554,165.8899613,70.54717867,1,15.26410838,6.137437282,1.582676164,2.298197619,110.5,0,6.5,29.45423889,0,0,2013,2018,5
"NWS17","Turtle Patch",-12.24179,122.99063,123,-12.2,28.40063477,1.139673876,988.45822,705.4917908,1339.863554,165.8899613,70.54717867,1,15.26410838,6.137437282,1.582676164,2.298197619,110.5,0,3.5,29.45423889,0,0,2013,2018,5
"NWS18","Busy Bommie",-12.24122,122.98493,123,-12.2,28.3982192585714,1.13887572728571,976.895491628571,708.2966861,1337.89369114286,168.515624614286,68.4212455242857,1.28571428571429,15.0583090642857,6.07144791657143,1.55981856714286,2.298197619,110.5,0,5,29.4504406778571,0,0,2013,2018,5
"NWS19","Grand Oculis Bommie",-12.24054,122.98329,123,-12.2,28.3982192585714,1.13887572728571,976.895491628571,708.2966861,1337.89369114286,168.515624614286,68.4212455242857,1.28571428571429,15.0583090642857,6.07144791657143,1.55981856714286,2.298197619,110.5,0,5,29.4504406778571,0,0,2013,2019,6
"NWS2","Barracouta Shoal",-12.5583,124.0382,124,-12.6,28.4619058,1.163348306,794.8466819,511.4020081,1394.024915,286.7236085,77.41407319,0,10.2535518,4.230309665,1.11876545,0,13.75,0,19,29.4840889,0,0,2013,NA,NA
"NWS20","Flat's Edge",-12.24414,123.00182,123,-12.2,28.39436054,1.138449574,1002.576945,734.5563558,1379.798741,172.8525319,68.84402209,2,14.84333247,5.983479727,1.537292248,2.298197619,110.5,0,3,29.44476509,0,0,2013,2018,5
"NWS21","Hemiplage Bommie",-12.24405,122.99881,123,-12.2,28.40063477,1.139673876,1002.576945,734.5563558,1379.798741,172.8525319,68.84402209,2,14.84333247,5.983479727,1.537292248,2.298197619,110.5,0,4.5,29.45423889,0,0,2013,2018,5
"NWS22","Dotty Reef",-12.24109,122.9864,123,-12.2,28.3982192585714,1.13887572728571,976.895491628571,708.2966861,1337.89369114286,168.515624614286,68.4212455242857,1.28571428571429,15.0583090642857,6.07144791657143,1.55981856714286,2.298197619,110.5,0,4.75,29.4504406778571,0,0,2013,2018,5
"NWS23","Kuhlii Bommie",-12.23384,122.99001,123,-12.2,28.40063477,1.139673876,988.45822,705.4917908,1339.863554,165.8899613,70.54717867,1,15.26410838,6.137437282,1.582676164,2.298197619,110.5,0,4.25,29.45423889,0,0,2013,2018,5
"NWS24","Reel Lost Bommie",-12.24264,122.98531,123,-12.2,28.3982192585714,1.13887572728571,976.895491628571,708.2966861,1337.89369114286,168.515624614286,68.4212455242857,1.28571428571429,15.0583090642857,6.07144791657143,1.55981856714286,2.298197619,110.5,0,6,29.4504406778571,0,0,2013,2018,5
