"GenusGF","mean.T2.T1.","t.stat","p.param","p.perm","p..0.05","sign.T2.T1."
"Seriatopora",0.31852355196133,2.37854351012014,0.0137298590913223,0.01,"*",1
"Acropora.Arborescent.table",-0.281644417058925,-2.12596400322247,0.0230755861464519,0.02,"*",-1
"Goniastrea.Hemispherical",-0.364834809518453,-2.71086952770384,0.00672697160392182,0.02,"*",-1
