"GenusGF","mean.T2.T1.","t.stat","p.param","p.perm","p..0.05","sign.T2.T1."
"Echinopora.Plating",0.153559279590076,1.69569668867589,0.0527279476355634,0.03,"*",1
"Isopora.Encrusting",0.396693041541821,2.23663014935538,0.0184311612193916,0.03,"*",1
"Leptoria",0.319181487705146,2.06211776386237,0.0262149578780546,0.04,"*",1
