Region,SiteCode,SiteLong,SiteLat,SiteLong_rd,SiteLat_rd,Mean_SST_cl,SD_SST_cl,npp_mean,npp_min,npp_max,npp_sd,npp_interann_sd,npp_flag,wave_mean,wave_sd,wave_interann_sd
GBR,GBR53,143.65005,-11.76571,143.7,-11.8,26.71697537,1.619046425,1392.061777,959.2843933,2083.891164,247.6200613,123.2163842,1,0.947330082,0.400768055,0.077537033
GBR,GBR54,143.64859,-12.16237,143.6,-12.2,26.6426096,1.654439331,1080.894717,798.1489529,1751.180495,202.8869318,99.31082935,2,2.04943663,0.861649904,0.164976223
GBR,GBR55,143.76197,-12.38375,143.8,-12.4,26.56212425,1.560544339,854.4770991,627.8626489,1296.682856,138.2364692,65.89515527,1,13.41873034,7.326383036,1.602979606
GBR,GBR56,143.75672,-12.38175,143.8,-12.4,26.56212425,1.560544339,854.4770991,627.8626489,1296.682856,138.2364692,65.89515527,1,13.41873034,7.326383036,1.602979606
GBR,GBR57,143.772,-12.38391,143.8,-12.4,26.56212425,1.560544339,854.4770991,627.8626489,1296.682856,138.2364692,65.89515527,1,13.41873034,7.326383036,1.602979606
GBR,GBR58,143.58327,-12.62531,143.6,-12.6,26.58988333,1.727382966,1038.27108,660.0503225,1612.503663,188.1324471,94.14607299,1,1.726857855,0.712363344,0.130896382
GBR,GBR59,143.8151,-12.87385,143.8,-12.9,26.5309329,1.610975137,799.1032001,584.7033139,1118.041114,129.0465694,56.77538719,1,12.74590554,6.900619929,1.567083706
GBR,GBR60,143.82034,-12.87695,143.8,-12.9,26.5309329,1.610975137,799.1032001,584.7033139,1118.041114,129.0465694,56.77538719,1,12.74590554,6.900619929,1.567083706
GBR,GBR62,144.28213,-13.8185,144.3,-13.8,26.37396208,1.69500574,1125.213332,792.3369637,1734.570518,219.3020591,87.46185331,1,6.95891912,3.596398081,0.798181632
GBR,GBR63,144.68397,-13.99527,144.7,-14,26.40330505,1.696710194,835.5578255,623.4988427,1286.021001,150.6397696,72.46408686,1,9.079609766,4.375225595,1.072073799
GBR,GBR64,144.67643,-13.98947,144.7,-14,26.40330505,1.696710194,835.5578255,623.4988427,1286.021001,150.6397696,72.46408686,1,9.079609766,4.375225595,1.072073799
GBR,GBR65,144.71335,-14.0108,144.7,-14,26.37069448,1.734666723,882.5678351,639.835781,1456.170171,179.5823719,77.75383526,1,8.961404374,4.352226014,1.072205407
GBR,GBR67,145.5309,-14.51742,145.5,-14.5,26.38678122,1.683552475,626.1143986,445.5637538,849.9077633,91.02726456,53.16253735,1,12.03014606,5.048202534,1.382962126
GBR,GBR70,145.571,-16.3835,145.6,-16.4,26.09323486,2.14414049,1141.885656,831.6524545,1887.853474,235.7670772,126.6577894,2,3.324721517,1.164723768,0.361603144
GBR,NQ3,143.37201,-12.40092,143.4,-12.4,26.67141199,1.804604107,854.4770991,627.8626489,1296.682856,138.2364692,65.89515527,2,0.153392469,0.040103084,0.007730925
GBR,QLD100,144.15061,-9.95826,144.2,-10,26.82760763,1.304004888,1096.461325,743.2352051,1868.232754,226.2191183,107.6537269,1,13.0998222,7.593330143,1.532805346
GBR,QLD103,144.03178,-9.9513,144,-10,26.8595171,1.315718508,1360.241515,1034.90059,2254.14445,227.6850194,105.8251688,1,8.535044957,4.802760892,0.95203547
GBR,QLD105,143.86969,-10.06687,143.9,-10.1,26.88307524,1.359701624,2200.126196,1574.178324,3091.651988,384.8966701,161.0869278,2,3.523432032,1.858852444,0.361853267
GBR,QLD106,143.87544,-10.0696,143.9,-10.1,26.88307524,1.359701624,1647.563751,1276.816678,2297.987941,228.5212195,104.7579479,2,6.045950625,3.354243698,0.669865389
GBR,QLD110,143.883,-10.0599,143.9,-10.1,26.88307524,1.359701624,1647.563751,1276.816678,2297.987941,228.5212195,104.7579479,2,6.045950625,3.354243698,0.669865389
GBR,QLD112,143.09259,-10.52274,143.1,-10.5,27.08455435,1.643922755,1726.74703,1255.676676,2460.375,266.7601878,188.046269,2,0.484299906,0.19388033,0.04212654
GBR,QLD15,150.98134,-23.18711,151,-23.2,23.76867263,2.910898252,1382.8146,909.2446476,1864.969075,259.1773963,121.6991388,2,0.25105014,0.1098896,0.036644621
GBR,QLD18,148.92328,-20.06494,148.9,-20.1,25.2347037,2.3651324,1413.434998,912.930976,1964.6373,267.2115931,113.0245736,1,0.075603509,0.067233925,0.019288499
GBR,QLD20,148.88061,-20.04033,148.9,-20,25.28425392,2.355808973,1369.205283,953.2286321,1863.658591,275.8206406,94.22206008,1,2.473167693,0.515869816,0.221197866
GBR,QLD46,145.46565,-14.68717,145.5,-14.7,26.27208328,1.813280697,645.2723484,432.8566681,1041.70815,116.3491606,56.53800158,1,6.122168777,2.385592704,0.661106744
GBR,QLD47,145.44327,-14.68708,145.4,-14.7,26.24372784,1.859604363,670.4153853,474.4429184,1024.545812,106.5770055,58.88730144,2,3.739888869,1.382689119,0.380610977
GBR,QLD50,145.44227,-14.66541,145.4,-14.7,26.24372784,1.859604363,661.1197517,471.1867538,893.8597626,93.50102023,57.86644146,1,5.481833163,2.169664643,0.599099561
GBR,QLD51,145.45076,-14.65706,145.5,-14.7,26.27208328,1.813280697,661.1197517,471.1867538,893.8597626,93.50102023,57.86644146,1,5.481833163,2.169664643,0.599099561
GBR,QLD52,145.45049,-14.65528,145.5,-14.7,26.27208328,1.813280697,661.1197517,471.1867538,893.8597626,93.50102023,57.86644146,1,5.481833163,2.169664643,0.599099561
GBR,QLD54,145.44851,-14.65101,145.4,-14.7,26.24372784,1.859604363,661.1197517,471.1867538,893.8597626,93.50102023,57.86644146,1,5.481833163,2.169664643,0.599099561
GBR,QLD55,145.45386,-14.6461,145.5,-14.6,26.29618645,1.784165584,661.1197517,471.1867538,893.8597626,93.50102023,57.86644146,1,5.481833163,2.169664643,0.599099561
GBR,QLD57,145.45471,-14.64524,145.5,-14.6,26.29618645,1.784165584,670.4153853,474.4429184,1024.545812,106.5770055,58.88730144,1,7.687052472,3.091548039,0.857789098
GBR,QLD60,147.70284,-18.66084,147.7,-18.7,25.95919832,1.872189048,937.0340817,778.6185465,1163.441906,90.46000545,65.78248483,1,8.697324289,2.367662146,0.981011122
GBR,QLD61,147.723103,-18.661726,147.7,-18.7,25.95919832,1.872189048,937.4722368,745.1768809,1157.652565,92.50937122,66.22992488,1,8.813444076,2.397002794,0.994053747
GBR,QLD62,147.70988,-18.65153,147.7,-18.7,25.95919832,1.872189048,937.4722368,745.1768809,1157.652565,92.50937122,66.22992488,1,8.813444076,2.397002794,0.994053747
GBR,QLD7,150.937484,-23.1957,150.9,-23.2,23.76151212,2.943617305,1382.8146,909.2446476,1864.969075,259.1773963,121.6991388,2,0.175284076,0.05253697,0.017300493
GBR,QLD72,152.5349,-22.38397,152.5,-22.4,24.79526997,2.107134633,1088.353822,707.7461563,1629.115523,274.4944718,81.84006816,1,12.50381595,4.535609157,1.651203575
Ningaloo,NMP-BF1,114.17564,-21.83921,114.2,-21.8,24.91309786,2.051094123,1639.413242,1213.355771,2194.268042,227.3590762,217.108391,2,0.549803418,0.181251605,0.071595797
Ningaloo,NMP-BF2,114.16954,-21.85245,114.2,-21.9,24.83429273,2.1197862,1639.413242,1213.355771,2194.268042,227.3590762,217.108391,2,0.549803418,0.181251605,0.071595797
Ningaloo,NMP-BF3,114.15926,-21.86648,114.2,-21.9,24.83429273,2.1197862,1639.413242,1213.355771,2194.268042,227.3590762,217.108391,2,0.549803418,0.181251605,0.071595797
Ningaloo,NMP-BF4,114.17777,-21.83633,114.2,-21.8,24.91309786,2.051094123,1639.413242,1213.355771,2194.268042,227.3590762,217.108391,2,0.804462389,0.305145492,0.103264611
Ningaloo,NMP-C1,113.75987,-23.17701,113.8,-23.2,24.07359584,1.840379556,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558
Ningaloo,NMP-C3,113.75364,-23.14152,113.8,-23.1,24.11945502,1.847096814,1724.519245,1199.581372,2198.89237,193.665246,280.8758984,2,17.96217474,5.52659537,1.913034493
Ningaloo,NMP-C4,113.76354,-23.19995,113.8,-23.2,24.07359584,1.840379556,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558
Ningaloo,NMP-P2,113.7807,-23.31925,113.8,-23.3,23.94850858,1.823494628,1711.116547,1212.200864,2576.997496,231.2366093,316.7644493,1,16.02867827,4.674424585,1.637895608
Ningaloo,NMP-S1,113.76443,-22.86905,113.8,-22.9,24.31357638,1.869252865,1744.209299,1408.798085,2374.132587,192.1105516,294.0176917,2,22.4846671,6.532849348,2.346265582
Ningaloo,NMP-S2,113.77937,-22.92875,113.8,-22.9,24.27280601,1.865365132,1724.09317,1352.451004,2370.679106,194.7908017,294.114515,1,16.79975145,4.833620731,1.711435191
Ningaloo,NMP-S3,113.75232,-23.12872,113.8,-23.1,24.11945502,1.847096814,1876.691976,1430.183333,2519.914164,241.520576,301.8657144,2,14.40990746,4.738977451,1.558434388
Ningaloo,NMP-S4,113.77923,-23.33246,113.8,-23.3,23.94850858,1.823494628,1711.116547,1212.200864,2576.997496,231.2366093,316.7644493,1,16.02867827,4.674424585,1.637895608
Ningaloo,NMP1,113.75042,-23.11234,113.8,-23.1,24.11945502,1.847096814,1876.691976,1430.183333,2519.914164,241.520576,301.8657144,2,14.40990746,4.738977451,1.558434388
Ningaloo,NMP10,113.76296,-23.21313,113.8,-23.2,24.02985859,1.833654975,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558
Ningaloo,NMP11,113.76328,-23.20838,113.8,-23.2,24.02985859,1.833654975,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558
Ningaloo,NMP13,113.76169,-23.17989,113.8,-23.2,24.07359584,1.840379556,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558
Ningaloo,NMP14,113.76397,-23.17758,113.8,-23.2,24.07359584,1.840379556,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558
Ningaloo,NMP19,113.73966,-23.09197,113.7,-23.1,24.16486963,1.85286907,1876.691976,1430.183333,2519.914164,241.520576,301.8657144,1,20.81206667,6.493122382,2.225789778
Ningaloo,NMP2,113.75562,-23.12142,113.8,-23.1,24.11945502,1.847096814,1876.691976,1430.183333,2519.914164,241.520576,301.8657144,2,14.40990746,4.738977451,1.558434388
Ningaloo,NMP20,113.81843,-23.04473,113.8,-23,24.1922423,1.857031189,1826.624448,1423.048644,2526.089445,245.5188361,321.8151372,2,9.779514764,3.27056791,1.044118287
Ningaloo,NMP21,113.76709,-23.14221,113.8,-23.1,24.11945502,1.847096814,1724.519245,1199.581372,2198.89237,193.665246,280.8758984,2,17.96217474,5.52659537,1.913034493
Ningaloo,NMP24,113.76248,-23.20194,113.8,-23.2,24.02985859,1.833654975,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558
Ningaloo,NMP25,113.75209,-23.19459,113.8,-23.2,24.07359584,1.840379556,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558
Ningaloo,NMP26,113.75466,-23.2175,113.8,-23.2,24.02985859,1.833654975,1662.723521,1066.82183,2355.096157,214.7871659,297.2614744,1,17.62422607,5.035144488,1.791898753
Ningaloo,NMP27,113.7404,-23.13496,113.7,-23.1,24.1245664,1.847199419,1724.519245,1199.581372,2198.89237,193.665246,280.8758984,1,19.41615127,5.882270419,2.048886153
Ningaloo,NMP28,113.79429,-23.098,113.8,-23.1,24.15865453,1.852224483,1876.691976,1430.183333,2519.914164,241.520576,301.8657144,2,24.90514825,6.673653782,2.43519197
Ningaloo,NMP29,113.75708,-23.16925,113.8,-23.2,24.07359584,1.840379556,1724.519245,1199.581372,2198.89237,193.665246,280.8758984,2,17.96217474,5.52659537,1.913034493
Ningaloo,NMP30,113.81886,-23.04801,113.8,-23,24.1922423,1.857031189,1918.532258,1551.303923,2719.186505,262.2721701,327.6574619,2,0.188424329,0.108752987,0.017426922
Ningaloo,NMP31,113.760286,-23.206149,113.8,-23.2,24.02985859,1.833654975,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558
Ningaloo,NMP32,113.75582,-23.16465,113.8,-23.2,24.07359584,1.840379556,1724.519245,1199.581372,2198.89237,193.665246,280.8758984,2,17.96217474,5.52659537,1.913034493
Ningaloo,NMP6,113.75875,-23.16108,113.8,-23.2,24.07359584,1.840379556,1724.519245,1199.581372,2198.89237,193.665246,280.8758984,2,17.96217474,5.52659537,1.913034493
Ningaloo,NMP8,113.76097,-23.17642,113.8,-23.2,24.07359584,1.840379556,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558
Ningaloo,NMP9,113.76158,-23.12627,113.8,-23.1,24.11945502,1.847096814,1876.691976,1430.183333,2519.914164,241.520576,301.8657144,2,14.40990746,4.738977451,1.558434388
NW,NWS1,124.2757,-12.8034,124.3,-12.8,28.48369884,1.17134283,825.8374125,469.358334,1474.143669,313.4967853,99.69079923,1,10.12885448,4.19133431,1.133407934
NW,NWS10,123.32136,-11.97452,123.3,-12,28.40088781,1.114160786,1737.319492,749.5750122,2604.242833,386.6340021,158.8618354,0,13.95294191,5.866758529,1.42177353
NW,NWS100,119.37575,-17.29965,119.4,-17.3,27.69127162,1.629373344,723.8672212,502.4603922,1224.85097,209.4464348,58.46504853,1,8.911812465,2.960841865,1.059117527
NW,NWS101,119.38393,-17.35516,119.4,-17.4,27.66717466,1.644299541,728.9065276,503.1177272,1243.777271,210.837449,58.46168422,1,8.717504138,2.898027243,1.03818331
NW,NWS102,119.37816,-17.3139,119.4,-17.3,27.67829307,1.636776196,723.8672212,502.4603922,1224.85097,209.4464348,58.46504853,1,8.911812465,2.960841865,1.059117527
NW,NWS11,123.33523,-11.98059,123.3,-12,28.40088781,1.114160786,1141.741996,628.4476708,1756.922081,272.48673,97.98739987,1,13.67891054,5.783206694,1.401453677
NW,NWS12,123.33757,-11.97626,123.3,-12,28.40088781,1.114160786,1141.741996,628.4476708,1756.922081,272.48673,97.98739987,1,13.67891054,5.783206694,1.401453677
NW,NWS13,123.3271,-11.9834,123.3,-12,28.40088781,1.114160786,1141.741996,628.4476708,1756.922081,272.48673,97.98739987,1,13.67891054,5.783206694,1.401453677
NW,NWS14,123.00392,-12.217,123,-12.2,28.39436054,1.138449574,1002.576945,734.5563558,1379.798741,172.8525319,68.84402209,2,14.84333247,5.983479727,1.537292248
NW,NWS15,123.00575,-12.2159,123,-12.2,28.39436054,1.138449574,1002.576945,734.5563558,1379.798741,172.8525319,68.84402209,2,14.84333247,5.983479727,1.537292248
NW,NWS16,122.98389,-12.23963,123,-12.2,28.40063477,1.139673876,988.45822,705.4917908,1339.863554,165.8899613,70.54717867,1,15.26410838,6.137437282,1.582676164
NW,NWS163,124.99591,-14.49741,125,-14.5,28.32631334,1.319570911,1707.453185,1275.994303,2293.378866,215.492794,106.5505092,2,0.083753029,0.05031253,0.011562209
NW,NWS164,124.33321,-15.0667,124.3,-15.1,28.4021012,1.37929087,1385.854821,984.8929616,1747.61305,197.2841968,49.82723242,2,1.587851,1.518416164,0.38968701
NW,NWS165,123.04739,-15.92443,123,-15.9,28.04376745,1.642467946,2213.587443,1392.786126,3333.31665,435.2035581,242.5901482,1,2.594841397,1.601908867,0.414466647
NW,NWS166,123.04187,-15.92278,123,-15.9,28.04376745,1.642467946,2213.587443,1392.786126,3333.31665,435.2035581,242.5901482,1,2.594841397,1.601908867,0.414466647
NW,NWS167,123.35675,-15.7837,123.4,-15.8,28.17465226,1.574453511,1750.360224,1346.78835,2258.341739,195.601275,115.0933447,2,1.342306345,0.734327089,0.182177841
NW,NWS168,123.23433,-15.51735,123.2,-15.5,28.10575644,1.342575379,2132.058597,1643.916708,3458.590007,344.5165284,197.3878489,1,1.475420013,0.686905657,0.20321157
NW,NWS169,123.26715,-15.51897,123.3,-15.5,28.11715794,1.354526933,2123.638088,1515.23999,3032.475016,351.1982103,199.2413301,1,1.641051426,0.818912346,0.244049922
NW,NWS17,122.99063,-12.24179,123,-12.2,28.40063477,1.139673876,988.45822,705.4917908,1339.863554,165.8899613,70.54717867,1,15.26410838,6.137437282,1.582676164
NW,NWS170,123.24475,-15.45017,123.2,-15.5,28.10443989,1.307443983,1995.699969,1491.142771,2954.530029,323.4966235,180.6051915,2,2.066022931,1.218680198,0.354254741
NW,NWS171,123.25202,-15.44617,123.3,-15.4,28.11302662,1.285623299,1995.699969,1491.142771,2954.530029,323.4966235,180.6051915,2,2.066022931,1.218680198,0.354254741
NW,NWS172,121.97364,-14.07044,122,-14.1,28.40703996,1.224907961,726.301405,546.5467576,1141.820709,163.5952461,69.97916394,1,13.20894681,4.823921054,1.52886198
NW,NWS173,121.96976,-14.12994,122,-14.1,28.40707811,1.225914721,694.6713636,504.2534756,1233.156698,171.3677223,61.18635806,1,12.77170622,4.684096069,1.498730488
NW,NWS174,121.90265,-13.92629,121.9,-13.9,28.41214879,1.224614324,737.1339093,516.3055929,1051.314943,154.7285016,62.88805928,2,13.01005365,4.756846411,1.486394827
NW,NWS175,121.91215,-13.91925,121.9,-13.9,28.41214879,1.224614324,705.7642043,474.0557638,1022.281382,153.5579599,66.83113938,1,13.04502745,4.799405094,1.490655057
NW,NWS176,122.00576,-13.62454,122,-13.6,28.44075871,1.212630145,626.3612314,417.9203356,980.4480828,163.766329,63.94409308,1,13.13228702,4.939202992,1.481038294
NW,NWS177,122.02215,-13.6323,122,-13.6,28.44075871,1.212630145,1307.594341,523.8358256,1979.085256,364.6175467,172.5822899,2,12.46933599,4.703395942,1.419652889
NW,NWS178,123.04095,-12.19673,123,-12.2,28.39191453,1.133397002,879.2816714,666.9969279,1246.20414,170.3444633,59.07195981,1,14.66506499,5.983426834,1.513440818
NW,NWS179,123.04288,-12.20716,123,-12.2,28.39436054,1.138449574,879.2816714,666.9969279,1246.20414,170.3444633,59.07195981,1,14.66506499,5.983426834,1.513440818
NW,NWS18,122.984927,-12.241222,123,-12.2,28.40063477,1.139673876,988.45822,705.4917908,1339.863554,165.8899613,70.54717867,1,15.26410838,6.137437282,1.582676164
NW,NWS180,123.05053,-12.21192,123.1,-12.2,28.38914744,1.138157811,918.224151,696.4176839,1307.643065,176.8802155,62.30159677,2,14.36908485,5.837855933,1.49056119
NW,NWS181,123.07672,-12.18941,123.1,-12.2,28.38693317,1.132923484,879.2816714,666.9969279,1246.20414,170.3444633,59.07195981,1,14.66506499,5.983426834,1.513440818
NW,NWS182,123.05939,-12.17455,123.1,-12.2,28.38693317,1.132923484,879.2816714,666.9969279,1246.20414,170.3444633,59.07195981,1,14.66506499,5.983426834,1.513440818
NW,NWS183,123.06644,-12.17552,123.1,-12.2,28.38693317,1.132923484,879.2816714,666.9969279,1246.20414,170.3444633,59.07195981,1,14.66506499,5.983426834,1.513440818
NW,NWS184,123.07097,-12.17905,123.1,-12.2,28.38693317,1.132923484,879.2816714,666.9969279,1246.20414,170.3444633,59.07195981,1,14.66506499,5.983426834,1.513440818
NW,NWS185,123.11123,-12.18477,123.1,-12.2,28.38334099,1.132649828,872.3610848,628.9766642,1279.211079,187.7834116,55.38705551,2,14.23121867,5.841723421,1.472845306
NW,NWS186,123.57526,-12.52576,123.6,-12.5,28.43774541,1.171006983,875.6043497,509.7344988,1564.789702,316.1653571,77.1658957,1,10.59507235,4.385235038,1.156291005
NW,NWS187,123.57985,-12.53478,123.6,-12.5,28.43774541,1.171006983,834.4351301,487.2977498,1479.691819,282.5584738,76.75579572,1,10.54995969,4.364396931,1.150989846
NW,NWS188,123.57827,-12.52658,123.6,-12.5,28.43774541,1.171006983,834.4351301,487.2977498,1479.691819,282.5584738,76.75579572,1,10.54995969,4.364396931,1.150989846
NW,NWS189,123.57215,-12.52527,123.6,-12.5,28.43774541,1.171006983,875.6043497,509.7344988,1564.789702,316.1653571,77.1658957,1,10.59507235,4.385235038,1.156291005
NW,NWS19,122.983286,-12.240542,123,-12.2,28.40063477,1.139673876,988.45822,705.4917908,1339.863554,165.8899613,70.54717867,1,15.26410838,6.137437282,1.582676164
NW,NWS190,123.56892,-12.52495,123.6,-12.5,28.43774541,1.171006983,875.6043497,509.7344988,1564.789702,316.1653571,77.1658957,1,10.59507235,4.385235038,1.156291005
NW,NWS191,123.56482,-12.5245,123.6,-12.5,28.43774541,1.171006983,875.6043497,509.7344988,1564.789702,316.1653571,77.1658957,1,10.59507235,4.385235038,1.156291005
NW,NWS192,123.58274,-12.52689,123.6,-12.5,28.43774541,1.171006983,834.4351301,487.2977498,1479.691819,282.5584738,76.75579572,1,10.54995969,4.364396931,1.150989846
NW,NWS193,123.56101,-12.52436,123.6,-12.5,28.43774541,1.171006983,875.6043497,509.7344988,1564.789702,316.1653571,77.1658957,1,10.59507235,4.385235038,1.156291005
NW,NWS194,123.5508,-14.10193,123.6,-14.1,28.36996492,1.15081703,819.4791401,509.5505416,1402.088875,228.2189701,72.37164163,1,5.400217354,2.817399646,0.917891011
NW,NWS195,123.55655,-14.10958,123.6,-14.1,28.36996492,1.15081703,819.4791401,509.5505416,1402.088875,228.2189701,72.37164163,1,5.400217354,2.817399646,0.917891011
NW,NWS196,123.55491,-14.1045,123.6,-14.1,28.36996492,1.15081703,819.4791401,509.5505416,1402.088875,228.2189701,72.37164163,1,5.400217354,2.817399646,0.917891011
NW,NWS197,125.35585,-14.05661,125.4,-14.1,28.2899464,1.399659649,1661.752606,1299.890015,2108.827131,206.9525243,79.39350763,0,2.224005418,2.243236482,0.55373349
NW,NWS198,125.3604,-14.05545,125.4,-14.1,28.2899464,1.399659649,1661.752606,1299.890015,2108.827131,206.9525243,79.39350763,0,2.224005418,2.243236482,0.55373349
NW,NWS199,125.64153,-13.94304,125.6,-13.9,28.26921908,1.475594303,1582.020204,1167.245876,2162.602954,263.846461,125.4494543,2,1.694330886,1.505683149,0.359060165
NW,NWS2,124.0382,-12.5583,124,-12.6,28.4619058,1.163348306,794.8466819,511.4020081,1394.024915,286.7236085,77.41407319,0,10.2535518,4.230309665,1.11876545
NW,NWS20,123.00182,-12.24414,123,-12.2,28.39436054,1.138449574,1002.576945,734.5563558,1379.798741,172.8525319,68.84402209,2,14.84333247,5.983479727,1.537292248
NW,NWS200,125.63595,-13.94105,125.6,-13.9,28.26921908,1.475594303,1582.020204,1167.245876,2162.602954,263.846461,125.4494543,2,1.694330886,1.505683149,0.359060165
NW,NWS201,127.2726,-13.82453,127.3,-13.8,28.13987398,1.609745899,3083.231669,1889.662222,4301.293996,645.018194,254.7709391,1,0.827070637,0.460743056,0.119909597
NW,NWS21,122.99881,-12.24405,123,-12.2,28.40063477,1.139673876,1002.576945,734.5563558,1379.798741,172.8525319,68.84402209,2,14.84333247,5.983479727,1.537292248
NW,NWS22,122.986398,-12.241092,123,-12.2,28.40063477,1.139673876,988.45822,705.4917908,1339.863554,165.8899613,70.54717867,1,15.26410838,6.137437282,1.582676164
NW,NWS23,122.99001,-12.23384,123,-12.2,28.40063477,1.139673876,988.45822,705.4917908,1339.863554,165.8899613,70.54717867,1,15.26410838,6.137437282,1.582676164
NW,NWS24,122.985307,-12.242641,123,-12.2,28.40063477,1.139673876,988.45822,705.4917908,1339.863554,165.8899613,70.54717867,1,15.26410838,6.137437282,1.582676164
NW,NWS25,122.986433,-12.239894,123,-12.2,28.40063477,1.139673876,988.45822,705.4917908,1339.863554,165.8899613,70.54717867,1,15.26410838,6.137437282,1.582676164
NW,NWS26,121.99474,-13.62389,122,-13.6,28.44104274,1.214204089,626.3612314,417.9203356,980.4480828,163.766329,63.94409308,1,13.13228702,4.939202992,1.481038294
NW,NWS27,121.961272,-14.070388,122,-14.1,28.40703996,1.224907961,726.301405,546.5467576,1141.820709,163.5952461,69.97916394,1,13.20894681,4.823921054,1.52886198
NW,NWS28,121.94218,-14.1327,121.9,-14.1,28.40611617,1.227207487,696.3135621,507.8291999,1145.117747,163.0823064,59.88572132,1,12.84527601,4.705653492,1.501379536
NW,NWS29,121.94546,-14.12668,121.9,-14.1,28.40611617,1.227207487,733.8958265,548.3968111,1217.152517,171.3683331,69.05224247,2,12.96189967,4.737887816,1.506020503
NW,NWS3,123.3878,-11.9719,123.4,-12,28.40379763,1.116002315,831.934116,537.7386661,1350.764201,225.9459604,70.06458781,1,13.39961781,5.686341651,1.377128396
NW,NWS30,121.9589,-14.14184,122,-14.1,28.40707811,1.225914721,694.6713636,504.2534756,1233.156698,171.3677223,61.18635806,1,12.77170622,4.684096069,1.498730488
NW,NWS31,121.95693,-14.14383,122,-14.1,28.40707811,1.225914721,694.6713636,504.2534756,1233.156698,171.3677223,61.18635806,1,12.77170622,4.684096069,1.498730488
NW,NWS32,121.96473,-14.10934,122,-14.1,28.40707811,1.225914721,733.8958265,548.3968111,1217.152517,171.3683331,69.05224247,1,12.99032652,4.754008562,1.513796234
NW,NWS33,121.95847,-14.05597,122,-14.1,28.40703996,1.224907961,726.301405,546.5467576,1141.820709,163.5952461,69.97916394,1,13.20894681,4.823921054,1.52886198
NW,NWS34,121.9653,-14.06257,122,-14.1,28.40703996,1.224907961,726.301405,546.5467576,1141.820709,163.5952461,69.97916394,1,13.20894681,4.823921054,1.52886198
NW,NWS35,121.95083,-14.0717,122,-14.1,28.40703996,1.224907961,726.301405,546.5467576,1141.820709,163.5952461,69.97916394,2,13.07852333,4.770122141,1.51066147
NW,NWS36,121.78767,-14.0747,121.8,-14.1,28.41229884,1.229314651,744.3641214,499.2432743,1096.230722,149.0994289,62.34467081,1,13.01607329,4.71539365,1.493219216
NW,NWS37,121.78072,-14.0453,121.8,-14,28.41332006,1.228839149,754.3366933,521.0151655,1035.587286,142.8327493,64.44946636,1,13.38267717,4.822828762,1.531186685
NW,NWS38,121.77651,-14.06866,121.8,-14.1,28.41229884,1.229314651,754.3366933,521.0151655,1035.587286,142.8327493,64.44946636,1,13.38267717,4.822828762,1.531186685
NW,NWS39,121.74816,-14.0828,121.7,-14.1,28.41577911,1.230057578,754.3366933,521.0151655,1035.587286,142.8327493,64.44946636,1,13.38267717,4.822828762,1.531186685
NW,NWS4,123.3794,-11.969,123.4,-12,28.40379763,1.116002315,831.934116,537.7386661,1350.764201,225.9459604,70.06458781,1,13.39961781,5.686341651,1.377128396
NW,NWS40,121.742,-14.0785,121.7,-14.1,28.41577911,1.230057578,765.4158053,526.5024797,1071.635212,147.7658211,67.44436489,1,13.74928106,4.930263874,1.569154153
NW,NWS41,121.72068,-14.10823,121.7,-14.1,28.41530085,1.230430202,721.715712,504.6332732,1050.939714,146.4347713,66.29284045,1,13.70253664,4.928473381,1.56997441
NW,NWS5,123.38074,-11.97961,123.4,-12,28.40379763,1.116002315,831.934116,537.7386661,1350.764201,225.9459604,70.06458781,1,13.39961781,5.686341651,1.377128396
NW,NWS50,118.97,-17.6101,119,-17.6,27.5418884,1.657827763,754.944784,489.4533705,1255.691256,225.2495194,53.09896458,1,9.316337943,3.074884907,1.065180082
NW,NWS51,118.96364,-17.6089,119,-17.6,27.5418884,1.657827763,754.944784,489.4533705,1255.691256,225.2495194,53.09896458,1,9.316337943,3.074884907,1.065180082
NW,NWS52,118.96364,-17.6089,119,-17.6,27.5418884,1.657827763,754.944784,489.4533705,1255.691256,225.2495194,53.09896458,1,9.316337943,3.074884907,1.065180082
NW,NWS53,118.96872,-17.579,119,-17.6,27.55122979,1.6494546,769.575218,499.6966388,1231.723822,214.3483936,53.59305375,1,9.545121765,3.156357495,1.092816345
