"","X1","X2","X3","X4","X5","X6","X7","ind.Coral.sp...pval..."
"Cynarina.lacrymalis",0,0,0,0,0,0,0.0172413793103448,1
"Cyphastrea",0.026429710640237,0,0,0,0,0,0.00425436632333184,0.33
"Cyphastrea.chalcidicum",0,0,0,0,0,0.0279518072289157,0.00519318653926049,0.14
"Cyphastrea.Encrusting",0.0010710895846679,0.0236732657182722,0.00164459832730908,0.00236303987817067,0.00906242203277608,0.0497983715669859,0.0784476009495955,0.13
"Cyphastrea.Hemispherical",0.00105198072830187,0,0.0143578466131182,0,0.02637257242479,0.0182287220600148,0.0011289091644381,0.49
"Cyphastrea.microphthalma",0.00328945064387735,0,0,0,0.027831836307181,0.0175273772328103,0.0365354902296407,0.37
"Cyphastrea.serailia",0.0181178278967641,0,0.00264942041752572,0,0.00364985260643517,0.0412053759856105,0.00937417554090366,0.24
"Cyphastrea.Submassive",0.0544813530667813,0.00128032864349888,0.115273142972712,0.00025560205150883,0.0220556613977737,0.0549041283665796,0.0182949219870237,0.08
"Digitate.corals",0,0,0.0434782608695652,0,0,0,0,0.14
"Diploastrea.heliopora",0,0.00231174603179126,0,0.0553814395664977,0,0.0151698624002968,0.0778247514878484,0.12
"Echinophyllia",0,0,0,0,0,0.02,0,0.61
"Echinophyllia.aspera",0.00241616944109259,0,0.00639636799598285,0,0.0704933056223943,0.00324833152307993,0.00362105921865331,0.06
"Echinophyllia.Encrusting",0.0111744328975304,0,0,0,0,0.00726114649681529,0,0.92
"Echinophyllia.orpheensis",0,0,0,0,0,0.02,0,0.63
"Echinopora",0,0,0.0434782608695652,0,0,0,0,0.19
"Echinopora.ashmorensis",0,0,0.179538585834406,0,0.0109925823965741,0.000844230328056894,0,0.01
"Echinopora.Encrusting",0,0,0,0.0212765957446809,0,0,0,0.46
"Echinopora.Foliose",0,0,0.0434782608695652,0,0,0,0,0.15
"Echinopora.gemmacea",0.00615276534900404,0.0815932025261801,0,0.0024131986864541,0,0.00213230235935084,0.00475394402352298,0.09
"Echinopora.horrida",0.000418362941543237,0,0,0.0156908829902157,0.0235982846714232,0.0353407911239234,0.00484873197529362,0.33
"Echinopora.lamellosa",0.000125860719413389,0.0296723067482342,0.0046380507830711,0.0222139326776334,0.014198662408823,0.110703222354717,0.0189265975110427,0.02
"Echinopora.mammiformis",0,0,0,0.000771016377717201,0.0177414081080969,0.00136254014270184,0.0162014285695819,0.78
"Echinopora.pacificus",0,0,0,0.0185781883442151,0.0886177144925787,0,0,0.01
"Encrusting.corals",0.0290707134104948,0.113244519130683,0.033229364142705,0.0680285537845667,0.00683237470129467,0.0459266761521267,0.0853187307051374,0.26
"Euphyllia.ancora",0,0,0,0,0.0416666666666667,0,0,0.26
"Favia",0.000863819323912833,0,0.00530538560187674,0,0.00974496174789165,0.0336785878007135,0.0177981703267082,0.35
"Favia.favus",0.000833945139439659,0.00614396317015749,0.020487620098597,0,0.0705595770322774,0,0.000402718156664604,0.04
"Favia.helianthoides",0,0,0,0,0,0.02,0,0.68
"Favia.Hemispherical",0.0241493764240194,0.00252722776236984,0.01264091618002,0.00100906060951118,0.0290236313334661,0.0156922648003278,0.0159026032324152,0.81
"Favia.laxa",0,0,0,0,0.0416666666666667,0,0,0.3
"Favia.lizardensis",0,0,0,0.0710365840556604,0.0114707466505083,0,0.000982037763182638,0.05
"Favia.matthaii",0.0103634840139239,0,0,0,0.0438423952620295,0.0377114747085873,0.0200184063978827,0.27
"Favia.pallida",0.00348522674586722,0,0.076108392000488,0.0180361930359916,0.00218431745704525,0.00402613393682581,0.0179524402652756,0.03
"Favia.rotumana",0.029328226535267,0,0,0.00359466606356883,0,0,0.00944187554628246,0.3
"Favia.speciosa",0.00101566928742082,0,0.0623801420572824,0,0,0.00164995475741512,0.002452370329095,0.05
"Favia.stelligera",0.0261866613666887,0.00494682613991345,0.00309293524721432,0.00407374155806703,0.00378741376337124,0.122875822207806,0.0928434270459708,0.03
"Favia.Submassive",0.00215732224526315,0.0397343535989794,0.0198746880194517,0.00211532819521955,0.0121686457896874,0.0193452263306135,0.0156267983981717,0.48
"Favites",0,0,0,0,0,0.0214814814814815,0.0159642401021711,0.39
"Favites.abdita",0.00893070285898925,0,0.0110808858295072,0.00298529297387301,0.0515196264006677,0.00527560974342838,0.0160092695593038,0.23
"Favites.complanata",0.0145593750873431,0,0,0,0.00612865485836156,0.0470210012429046,0.0218620268431447,0.15
"Favites.Encrusting",0.00644820772096809,0.0791769723561047,0,0.00105378134326368,0,0.00372448477963117,0.0155694313952328,0.03
"Favites.flexuosa",0.0054901344740568,0,0,0.00807489674341808,0,0,0.0053024515178985,0.87
"Favites.halicora",0.00117099664181287,0.0172542770487529,0.0287680006748584,0,0,0.00152182723570001,0.00848224157829225,0.39
"Favites.Hemispherical",0,0,0.0869565217391304,0,0,0,0,0.01
"Favites.pentagona",0,0,0.09534706331045,0,0,0.016140350877193,0,0.01
"Favites.russelli",0.00530594726461446,0,0,0.00390199698115264,0,0.0176987299337386,0.00768684125864999,0.77
"Favites.Submassive",0.00529741441784857,0.0682988073158333,0.0325355377005482,0.00129857397341105,0,0.005163389833077,0.000426359974325951,0.03
"Foliose.Plate.corals",0,0.0133050661051996,0.00554587348997449,0.0239057525448335,0,0.00234701366095721,0.00174421348168639,0.46
"Fungia",0.0016320024962826,0.00133594762167351,0.00278427647050104,0.00533411408925323,0.114557508558504,0.159778266794055,0.00245188484429616,0.01
"Fungia.concinna",0,0,0,0,0,0,0.0172413793103448,1
"Fungia.danai",0,0,0,0,0,0.02,0,0.57
"Fungia.fungites",0,0,0,0.00933042910321707,0,0.0041221835778013,0.00612690781480574,0.9
"Fungia.horrida",0,0,0,0,0,0.02,0,0.61
"Fungia.scutaria",0,0,0,0,0,0.04,0,0.05
"Galaxea",0,0,0,0,0,0.02,0,0.58
"Galaxea.astreata",0,0,0.108789187851298,0,0.00317181880364511,0.0230197921493347,0,0.03
"Galaxea.Encrusting",0,0,0,0,0,0.02,0,0.6
"Galaxea.fascicularis",0,0.0539532087063675,0.00899560114915239,0.00215422046532441,0.00826158508316253,0.0291230788083579,0.034268386925213,0.22
"Galaxea.Hemispherical",0,0,0.0434782608695652,0,0,0,0,0.21
"Galaxea.horrescens",0,0.0952380952380952,0,0,0,0,0,0.01
"Galaxea.Submassive",0,0,0,0,0.0833333333333333,0,0,0.02
"Gardineroseris.planulata",0,0,0,0,0,0.0146835443037975,0.0327367961588826,0.23
"Goniastrea",0,0,0,0,0,0.0462511457378552,0.0039508201902715,0.13
"Goniastrea.aspera",0,0,0.0244673597203712,0.00390621194871778,0.0449417822641541,0.0230101925192469,0.000641262053709689,0.22
"Goniastrea.australensis",0.00106481638812508,0,0.117717565236921,0.000783066646676865,0,0,0,0.01
"Goniastrea.edwardsi",0.0162984134125437,0,0.0608906118837331,0.0389827203123331,0.016235450446822,0.112842874785592,0.0100771761394068,0.14
"Goniastrea.Hemispherical",0,0,0.0354470023176364,0,0.0108515417974709,0.00125009761506864,0.0185805234106516,0.25
"Goniastrea.pectinata",0.0361203800944097,0.0187843321211264,0.00489360259062898,0.000520842164970119,0.0259670563393175,0.110658970133859,0.115185140206404,0.05
"Goniastrea.retiformis",0,0,0.0137253844985711,0.00739549067425272,0,0.161865838458295,0.0228066875021689,0.01
"Goniastrea.Submassive",0.00230068250936648,0,0.0141302787768085,0,0,0.0119598679566907,0.00844372366145675,0.7
"Goniopora",0,0,0,0.00745412340472656,0.0142935404522925,0.00329323172020819,0.00244740763986935,0.91
"Goniopora.Columnar.or.digitate",0,0,0,0,0.0294715447154472,0,0.00504625735912531,0.39
"Goniopora.Encrusting",0,0,0,0.0425531914893617,0,0,0,0.14
"Goniopora.Hemispherical",0,0,0.00875603864734299,0,0.160831404320988,0,0.00045897190293742,0.01
"Goniopora.somaliensis",0,0,0,0,0,0,0.0172413793103448,1
"Goniopora.Submassive",0.000441010481654338,0,0,0.0012972775508329,0.139304185892564,0.000573137221957977,0.000851868641435757,0.01
"Goniopora.tenuidens",0.00292903267649776,0.0107895999613846,0,0,0.0495647248226105,0.00190328543318824,0,0.18
"Heliofungia.actiniformis",0,0,0,0,0.0416666666666667,0,0,0.27
"Heliopora.coerulea..blue.coral.",0,0,0,0,0.00300072845270024,0.00783550213569087,0.100978615688679,0.04
"Herpolitha.limax",0,0,0,0,0.064204746723344,0.00246546227417641,0.00183224009674228,0.04
"Hydnophora.Branching",0,0,0,0,0.0416666666666667,0,0,0.29
"Hydnophora.exesa",0.000890074270763269,0.00327874297699531,0.0382664634025879,0.00654561182822513,0.0100411503670481,0.000578370261141972,0.00709208480145849,0.27
"Hydnophora.rigida",0,0,0.0202698817198391,0,0.0456936112065123,0.0421112320879217,0.000869319594892029,0.19
"Isopora",0,0.0366900858704137,0,0.00488315312173003,0,0,0,0.17
"Isopora.Branching",0,0.0349608197709463,0,0,0,0,0.00458315146224356,0.12
"Isopora.brueggemanni",0,0,0,0.000688054312334285,0.0511255113436844,0.324759591900475,0.00447298708735723,0.01
"Isopora.cuneata",0,0.0502942750133761,0,0.0100406406885011,0,0,0,0.08
"Isopora.cylindrica",0,0,0,0,0,0.02,0,0.64
"Isopora.elizabethensis",0,0.0476190476190476,0,0,0,0,0,0.05
"Isopora.Encrusting",0.00031650227528868,0.121252667586104,0,0.0065171672674427,0,0.000781520078233821,0,0.01
"Isopora.palifera",0.00433907340765952,0.517115714796712,0.000438316134634793,0.051088906368111,0.00418652785817149,0.0219032954359926,0.0598329233417188,0.01
"Isopora.Submassive",0.000664255060854599,0.132132532207138,0,0,0,0,0.000641547173815871,0.01
"Leptastrea.Encrusting",0.0135730599615492,0,0,0.00332721229931139,0,0.00859928000393928,0.0611756049753295,0.13
"Leptastrea.inaequalis",0.00561806459611927,0,0,0,0,0.00730123674911661,0.00542600828560984,1
"Leptastrea.pruinosa",0.0771841107192761,0,0,0,0,0,0.00207070927241815,0.02
"Leptastrea.purpurea",0.00884820747520976,0,0,0,0,0,0.00854572713643178,1
"Leptastrea.Submassive",0.0222288768315941,0,0.0105019079287261,0.00922145801075253,0.0032149938045695,0.0325923211932038,0.043268235288513,0.47
"Leptastrea.transversa",0,0,0,0,0,0,0.0172413793103448,1
"Leptoria.phrygia",0.0156939172929106,0.0246260980495488,0.0433957060009109,0.00899323381056241,0,0.0111249899530181,0.032217704658404,0.6
"Leptoseris",0.0175438596491228,0,0,0,0,0,0,0.78
"Leptoseris.mycetoseroides",0.00145096904003745,0.0641387538922678,0,0,0,0,0.0126123025266751,0.03
"Leptoseris.scabra",0,0,0,0,0,0,0.0172413793103448,1
"Leptoseris.yabei",0,0,0,0,0,0,0.0172413793103448,1
"Lobophyllia.corymbosa",0.0044434229679001,0,0,0,0,0,0.0128745670832706,0.86
"Lobophyllia.dentatus",0,0,0,0,0,0,0.0172413793103448,1
"Lobophyllia.hemprichii",0.00201590902103108,0.0311889924253808,0.0396200433078561,0.022237511575362,0.0136451841861041,0,0.0367332901276334,0.62
"Lobophyllia.pachysepta",0,0,0,0,0,0,0.0172413793103448,1
"Massive.corals",0.00213323502299758,0,0.00327546341669146,0.0611825131278963,0.00300819470039893,0.0231491411696619,0.00618092799320969,0.11
"Merulina.ampliata",0.00117354562546718,0,0.0756803823062384,0.0046028063825476,0.0888120381481484,0.00991340931657145,0.0174736722495895,0.11
"Merulina.scabricula",0,0,0,0.0090010884074718,0.0153421329414392,0.00530224114456139,0.00262695260828448,0.8
"Millepora",0,0,0.00972705546937235,0,0.0268000642880103,0,0.00458883383766169,0.47
"Millepora.branching",0.00682799269467043,0.00838403184617696,0,0.0401704812403517,0,0,0,0.23
"Millepora.dichotoma",0.0184445413422428,0.0543549340779563,0,0.0238728642111513,0.00416154964034353,0,0.00641304201413224,0.19
"Millepora.exaesa",0.0148582682497039,0.159260709096316,0.000171534152761232,0.0247290281666077,0.0239456912417103,0.152358720337824,0.131256975059698,0.07
"Millepora.intricata",0,0,0,0.0139054301992468,0.0651790216843167,0,0,0.09
"Millepora.tenera",0.00115334560740386,0.00424854861502852,0,0.0555552064370332,0.00650559006676242,0.000749443975691031,0.0022278358373693,0.1
"Montipora.aequituberculata",0.00150867726694592,0,0.225095009938036,0.000270605419089715,0,0,0.00421138129822521,0.01
"Montipora.caliculata",0.00127703449603481,0,0.101962393211763,0.000469565988865675,0.00180081817604909,0.000829817015523421,0.00388514209110995,0.05
"Montipora.corbettensis",0.0108324502531497,0,0.0166326232856726,0,0,0,0,0.52
"Montipora.crassituberculata",0,0,0.120751398253707,0.00132494506595088,0.00127031408449891,0,0.000217509189260219,0.02
"Montipora.danae",0,0,0,0,0.0124303898170247,0.0561336515513127,0,0.07
"Montipora.digitata",0,0,0,0.0212765957446809,0,0,0,0.4
"Montipora.Encrusting",0.011972070250074,0.026231951513295,0.0501970866248096,0.0366345508962704,0.00908183883343447,0.176196724069729,0.324670662832438,0.01
"Montipora.floweri",0.0350877192982456,0,0,0,0,0,0,0.17
"Montipora.foliosa",0,0,0,0,0,0.0107407407407407,0.00798212005108557,0.9
"Montipora.Foliose",0.00139812841485815,0,0.104761312821293,0.00925366070141852,0.00788631809005923,0,0.00405099811522662,0.02
"Montipora.foveolata",0,0,0,0,0,0.02,0,0.62
"Montipora.grisea",0.00213793210350926,0,0.018865951275182,0.00813225839937903,0,0.114970616347061,0.117625011274614,0.03
"Montipora.Hemispherical",0,0,0,0,0,0.04,0,0.09
"Montipora.hispida",0.0136777351605549,0,0.00707117831380005,0.0101940846693352,0,0,0.000111196591200958,0.95
"Montipora.hoffmeisteri",0.0014203055998095,0,0,0,0.00801141127392548,0.0673727642492037,0.000914501168010518,0.04
"Montipora.incrassata",0,0,0,0.00362953692115144,0,0,0.0286004056795132,0.5
"Montipora.informis",0,0,0.0639144064854131,0.00510196484544794,0,0.0045080961374378,0.00055837496747892,0.05
"Montipora.monasteriata",0.00111915518372737,0,0.00343680074851628,0.0395053167072546,0.0031563673541061,0.0152717678061069,0.00216179262302629,0.36
"Montipora.nodosa",0.0379256965944272,0.0133053221288515,0,0,0,0,0,0.2
"Montipora.palawanensis",0,0,0,0,0,0,0.0172413793103448,1
"Montipora.peltiformis",0,0,0,0.0212765957446809,0,0,0,0.3
"Montipora.Solid.plates",0.00068942353721953,0,0.101622853947505,0.00304201503724706,0,0,0.000665855253396627,0.01
"Montipora.spongodes",0,0,0.0434782608695652,0,0,0,0,0.21
"Montipora.spumosa",0,0,0.0869565217391304,0,0,0,0,0.02
"Montipora.stellata",0,0,0,0,0.0416666666666667,0,0,0.22
"Montipora.Submassive",0.0178094057262322,0,0.25644442443736,0.00939979540058965,0.00060081446874718,0.038981227253577,0.0180544390656109,0.01
"Montipora.tuberculosa",0.000296312391856118,0,0.00181988461463238,0.000871633283060685,0,0.24025614394223,0.0267103952754011,0.01
"Montipora.turgescens",0,0,0.135205609101269,0,0.0106434177402636,0.00490448689471346,0,0.01
"Montipora.undata",0.000873501922051969,0,0.00536485395982391,0.0154169728098516,0,0.00113520309789874,0.0281213609269406,0.47
"Montipora.venosa",0,0,0,0,0,0.0107407407407407,0.00798212005108557,0.91
"Montipora.verrucosa",0,0,0.0237228516503742,0,0,0,0.0235021247607617,0.34
"Mycedium.elephantotus",0,0,0.0192490598797874,0,0.00441959751580188,0.00814620214112603,0.000756744402230049,0.71
"New.species.record",0,0,0,0,0,0,0.0172413793103448,1
"Organ.pipe.coral..Tubipora.",0,0,0.0291925465838509,0.00699088145896657,0,0,0,0.43
"Oulophyllia",0,0,0,0,0,0,0.0172413793103448,1
"Oulophyllia.bennettae",0,0,0,0,0,0.02,0,0.57
"Oulophyllia.crispa",0.0218426861856628,0,0,0.00803156263209807,0,0,0,0.69
"Oxypora.Encrusting",0,0,0,0,0,0.02,0,0.59
"Oxypora.lacera",0,0,0,0,0.109848484848485,0,0.00417972831765935,0.01
"Pachyseris",0,0,0,0,0,0,0.0172413793103448,1
"Pachyseris.Encrusting",0,0,0,0.0212765957446809,0,0,0,0.44
"Pachyseris.Foliose",0,0,0,0.0212765957446809,0,0,0,0.44
"Pachyseris.rugosa",0,0,0,0.00187463549652048,0,0.0221961341913217,0.0123099578234654,0.54
"Pachyseris.speciosa",0,0,0,0.0315875420261411,0.0149864433710794,0.013581314440607,0.00898117414866113,0.51
"Pavona.bipartita",0,0,0,0,0,0.0242931937172775,0.00677017512186315,0.61
"Pavona.cactus",0,0,0,0,0.0416666666666667,0,0,0.26
"Pavona.clavus",0.00665061346175897,0,0,0,0,0,0.0428217263917061,0.17
"Pavona.decussata",0,0,0.015923234800256,0.0190660733574817,0.00974929538117526,0.0020216138902405,0,0.53
"Pavona.duerdeni",0,0.0238378398675355,0,0.00916535626716169,0,0.0832355389790685,0.0157985921476428,0.14
"Pavona.explanulata",0.00139101458301316,0,0,0,0,0.0137389953958377,0.0040303861892477,0.79
"Pavona.maldivensis",0.0190210747367751,0,0,0.00310846898142862,0,0.00274664319199033,0.0183708299107558,0.71
"Pavona.minuta",0.0223488657950609,0,0,0,0,0.00726114649681529,0,0.55
"Pavona.Submassive",0.00851073820382338,0,0,0,0,0.00553027768484443,0.00410989720930769,0.94
"Pavona.varians",0.0114428255004836,0.0062130458164481,0.00388462174629529,0.00116283663636838,0.00535147110362033,0.230998604835057,0.191865616855317,0.01
"Pavona.venosa",0,0,0,0,0,0.02,0,0.64
"Pectinia.alcicornis",0,0,0,0,0,0.02,0,0.56
