survey_id,s_year,s_month,lat,lon,tminus,max_dhw
912343308,2013,7,-16.924999237060547,150.02499389648438,2,0.46266666054725647
912343308,2013,7,-16.924999237060547,150.02499389648438,3,4.010000228881836
912343308,2013,7,-16.924999237060547,150.02499389648438,4,1.350000023841858
912343308,2013,7,-16.924999237060547,150.02499389648438,5,3.2663333415985107
912343308,2013,7,-16.924999237060547,150.02499389648438,6,0.1599999964237213
912343309,2013,7,-16.924999237060547,150.02499389648438,1,2.880344867706299
912343309,2013,7,-16.924999237060547,150.02499389648438,2,0.46266666054725647
912343309,2013,7,-16.924999237060547,150.02499389648438,3,4.010000228881836
912343309,2013,7,-16.924999237060547,150.02499389648438,4,1.350000023841858
912343309,2013,7,-16.924999237060547,150.02499389648438,5,3.2663333415985107
912343309,2013,7,-16.924999237060547,150.02499389648438,6,0.1599999964237213
912343310,2013,7,-16.924999237060547,149.97500610351565,1,2.990344762802124
912343310,2013,7,-16.924999237060547,149.97500610351565,2,0.4900000095367432
912343310,2013,7,-16.924999237060547,149.97500610351565,3,3.9600000381469727
912343310,2013,7,-16.924999237060547,149.97500610351565,4,1.2000000476837158
912343310,2013,7,-16.924999237060547,149.97500610351565,5,3.1519999504089355
912343310,2013,7,-16.924999237060547,149.97500610351565,6,0.1599999964237213
912343311,2013,7,-16.924999237060547,149.97500610351565,1,2.990344762802124
912343311,2013,7,-16.924999237060547,149.97500610351565,2,0.4900000095367432
912343311,2013,7,-16.924999237060547,149.97500610351565,3,3.9600000381469727
912343311,2013,7,-16.924999237060547,149.97500610351565,4,1.2000000476837158
912343311,2013,7,-16.924999237060547,149.97500610351565,5,3.1519999504089355
912343311,2013,7,-16.924999237060547,149.97500610351565,6,0.1599999964237213
912343314,2013,7,-16.924999237060547,150.02499389648438,1,2.880344867706299
912343314,2013,7,-16.924999237060547,150.02499389648438,2,0.46266666054725647
912343314,2013,7,-16.924999237060547,150.02499389648438,3,4.010000228881836
912343314,2013,7,-16.924999237060547,150.02499389648438,4,1.350000023841858
912343314,2013,7,-16.924999237060547,150.02499389648438,5,3.2663333415985107
